,AvailabilityZone,InstanceType,MaximumNetworkInterfaces,SpotPrice,PricePerInterface,Timestamp
254,us-east-1b,m5ad.16xlarge,15,1.6413,0.11408666666666667,2024-01-26 17:02:00+00:00
255,us-east-1b,m5.2xlarge,4,0.1679,0.045725,2024-01-26 17:02:00+00:00
256,us-east-1c,m7gd.12xlarge,8,1.2764,0.163925,2024-01-26 17:02:00+00:00
257,us-east-1c,r5.xlarge,4,0.1135,0.032125,2024-01-26 17:01:59+00:00
258,us-east-1f,c6g.16xlarge,15,0.9074,0.06516000000000001,2024-01-26 17:01:59+00:00
259,us-east-1f,r4.4xlarge,8,0.5095,0.0680625,2024-01-26 17:01:59+00:00
260,us-east-1b,m6g.8xlarge,8,0.5545,0.0736875,2024-01-26 17:01:58+00:00
261,us-east-1b,h1.2xlarge,4,0.3446,0.08990000000000001,2024-01-26 16:48:16+00:00
262,us-east-1d,x1.32xlarge,8,4.4266,0.5577,2024-01-26 16:48:10+00:00
263,us-east-1f,m5ad.2xlarge,4,0.2842,0.0748,2024-01-26 16:48:04+00:00
264,us-east-1a,x1e.xlarge,3,0.3046,0.10486666666666666,2024-01-26 16:48:04+00:00
265,us-east-1d,c5d.12xlarge,8,0.9213,0.1195375,2024-01-26 16:48:04+00:00
266,us-east-1e,m3.xlarge,4,0.13,0.036250000000000004,2024-01-26 16:48:03+00:00
267,us-east-1c,g4dn.16xlarge,4,1.5583,0.393325,2024-01-26 16:48:02+00:00
268,us-east-1d,c7gd.xlarge,4,0.0822,0.0243,2024-01-26 16:48:02+00:00
269,us-east-1b,r6in.metal,14,4.495,0.32571428571428573,2024-01-26 16:48:01+00:00
270,us-east-1d,m5zn.metal,15,2.2902,0.15734666666666666,2024-01-26 16:48:00+00:00
271,us-east-1b,r6in.xlarge,4,0.155,0.042499999999999996,2024-01-26 16:47:59+00:00
272,us-east-1b,r7gd.4xlarge,8,0.5475,0.0728125,2024-01-26 16:47:59+00:00
273,us-east-1b,c6a.48xlarge,15,3.279,0.22326666666666664,2024-01-26 16:47:58+00:00
