,Unnamed: 0,AvailabilityZone,InstanceType,MaximumNetworkInterfaces,SpotPrice,PricePerInterface,Timestamp,Provider
877,877,US East,Standard_M24ds_v3 Spot,8,0.815,0.141875,2023-11-01 00:00:00+00:00,Azure
1708,1708,US East,Standard_D96ads_v5 Spot,8,0.936,0.157,2023-11-01 00:00:00+00:00,Azure
320,320,US East,E16ads v5 Spot,1,0.1784,0.1784,2023-11-01 00:00:00+00:00,Azure
740,740,US East,Standard_D64as_v5 Spot,8,0.5696,0.1112,2023-11-01 00:00:00+00:00,Azure
562,562,US East,Standard_M176ds_4_v3 Spot,8,6.6175,0.8671875,2023-11-01 00:00:00+00:00,Azure
1752,1752,US East,Standard_M48s_1_v3 Spot,8,2.11,0.3037499999999999,2023-11-01 00:00:00+00:00,Azure
788,788,US East,Standard_L48s_v3 Spot,8,0.4176,0.0922,2023-11-01 00:00:00+00:00,Azure
789,789,US East,Standard_L64s_v3 Spot,8,0.5568,0.1096,2023-11-01 00:00:00+00:00,Azure
1565,1565,US East,E64-32as v5 Spot,1,0.656,0.656,2023-11-01 00:00:00+00:00,Azure
1717,1717,US East,Standard_M96s_2_v3 Spot,8,3.1125,0.4290624999999999,2023-11-01 00:00:00+00:00,Azure
499,499,US East,Standard_D96as_v5 Spot,8,0.8544,0.1468,2023-11-01 00:00:00+00:00,Azure
746,746,US East,Standard_D4ads_v5 Spot,2,0.039,0.0295,2023-11-01 00:00:00+00:00,Azure
1378,1378,US East,E32-8as v5 Spot,1,0.328,0.328,2023-11-01 00:00:00+00:00,Azure
1434,1434,US East,Standard_M24s_v3 Spot,8,1.045,0.170625,2023-11-01 00:00:00+00:00,Azure
64,64,US East,E8ads v5 Spot,1,0.0892,0.0892,2023-11-01 00:00:00+00:00,Azure
431,431,US East,Standard_M24ds_v3 Spot,8,1.0925,0.1765625,2023-11-01 00:00:00+00:00,Azure
1279,1279,US East,E96-24ads v5 Spot,1,1.0704,1.0704,2023-11-01 00:00:00+00:00,Azure
463,463,US East,Standard_M96ds_2_v3 Spot,8,3.3075,0.4534375,2023-11-01 00:00:00+00:00,Azure
1096,1096,US East,ND96amsA100v4 Spot,1,5.2432,5.2432,2023-11-01 00:00:00+00:00,Azure
148,148,US East,E16-8ads v5 Spot,1,0.1784,0.1784,2023-11-01 00:00:00+00:00,Azure
1743,1743,US East,E96-48as v5 Spot,1,0.984,0.984,2023-11-01 00:00:00+00:00,Azure
697,697,US East,Standard_D4as_v5 Spot,2,0.0356,0.0278,2023-11-01 00:00:00+00:00,Azure
759,759,US East,E4ads v5 Spot,1,0.0446,0.0446,2023-11-01 00:00:00+00:00,Azure
1622,1622,US East,E20as v5 Spot,1,0.205,0.205,2023-11-01 00:00:00+00:00,Azure
1287,1287,US East,Standard_M176s_3_v3 Spot,8,4.47,0.59875,2023-11-01 00:00:00+00:00,Azure
253,253,US East,E112iads v5 Spot,1,1.3222,1.3222,2023-11-01 00:00:00+00:00,Azure
1082,1082,US East,Standard_L80s_v3 Spot,8,0.696,0.127,2023-11-01 00:00:00+00:00,Azure
1625,1625,US East,E32as v5 Spot,1,0.328,0.328,2023-11-01 00:00:00+00:00,Azure
300,300,US East,E8as v5 Spot,1,0.082,0.082,2023-11-01 00:00:00+00:00,Azure
1075,1075,US East,Standard_M12s_v3 Spot,4,0.385,0.11625,2023-11-01 00:00:00+00:00,Azure
251,251,US East,Standard_M96s_1_v3 Spot,8,2.335,0.331875,2023-11-01 00:00:00+00:00,Azure
1273,1273,US East,E8-2ads v5 Spot,1,0.0892,0.0892,2023-11-01 00:00:00+00:00,Azure
1276,1276,US East,E20ads v5 Spot,1,0.223,0.223,2023-11-01 00:00:00+00:00,Azure
165,165,US East,Standard_M176s_3_v3 Spot,8,6.495,0.851875,2023-11-01 00:00:00+00:00,Azure
238,238,US East,Standard_L32s_v3 Spot,8,0.2784,0.0748,2023-11-01 00:00:00+00:00,Azure
164,164,US East,Standard_L8s_v3 Spot,4,0.0696,0.0374,2023-11-01 00:00:00+00:00,Azure
1120,1120,US East,Standard_D2as_v5 Spot,2,0.0178,0.0189,2023-11-01 00:00:00+00:00,Azure
1136,1136,US East,E8-4ads v5 Spot,1,0.0892,0.0892,2023-11-01 00:00:00+00:00,Azure
1266,1266,US East,Standard_M24s_v3 Spot,8,0.7675,0.1359375,2023-11-01 00:00:00+00:00,Azure
650,650,US East,Standard_D32as_v5 Spot,8,0.2848,0.0756,2023-11-01 00:00:00+00:00,Azure
1527,1527,US East,Standard_D2ads_v5 Spot,2,0.0195,0.01975,2023-11-01 00:00:00+00:00,Azure
800,800,US East,NC6 Spot,1,0.09,0.09,2023-11-01 00:00:00+00:00,Azure
1699,1699,US East,M416-208s_v2 Spot,1,6.8716,6.8716,2023-12-01 00:00:00+00:00,Azure
1477,1477,US East,F16as v6 Spot,1,0.284,0.284,2023-12-01 00:00:00+00:00,Azure
867,867,US East,A3 Spot,1,0.252,0.252,2023-12-01 00:00:00+00:00,Azure
956,956,US East,A1 Spot,1,0.0224,0.0224,2023-12-01 00:00:00+00:00,Azure
628,628,US East,A6 Spot,1,0.462,0.462,2023-12-01 00:00:00+00:00,Azure
939,939,US East,F64as v6 Spot,1,1.136,1.136,2023-12-01 00:00:00+00:00,Azure
1400,1400,US East,D16alds_v6 Spot,1,0.16525,0.16525,2023-12-01 00:00:00+00:00,Azure
91,91,US East,A1 Spot,1,0.063,0.063,2023-12-01 00:00:00+00:00,Azure
295,295,US East,D4as_v6 Spot,1,0.04125,0.04125,2023-12-01 00:00:00+00:00,Azure
301,301,US East,F1as v6 Spot,1,0.01775,0.01775,2023-12-01 00:00:00+00:00,Azure
865,865,US East,D2as_v6 Spot,1,0.04375,0.04375,2023-12-01 00:00:00+00:00,Azure
1355,1355,US East,F1as v6 Spot,1,0.02925,0.02925,2023-12-01 00:00:00+00:00,Azure
741,741,US East,NC24 Spot,1,0.4336,0.4336,2023-12-01 00:00:00+00:00,Azure
1392,1392,US East,D16as_v6 Spot,1,0.16525,0.16525,2023-12-01 00:00:00+00:00,Azure
872,872,US East,NC6 Spot,1,0.1084,0.1084,2023-12-01 00:00:00+00:00,Azure
1381,1381,US East,F48as v6 Spot,1,1.404,1.404,2023-12-01 00:00:00+00:00,Azure
927,927,US East,M208-52s_v2 Spot,1,3.1878,3.1878,2023-12-01 00:00:00+00:00,Azure
464,464,US East,D48alds_v6 Spot,1,0.4955,0.4955,2023-12-01 00:00:00+00:00,Azure
910,910,US East,D64as_v6 Spot,1,0.66075,0.66075,2023-12-01 00:00:00+00:00,Azure
354,354,US East,M416-104ms_v2 Spot,1,11.829,11.829,2023-12-01 00:00:00+00:00,Azure
533,533,US East,D64alds_v6 Spot,1,1.39675,1.39675,2023-12-01 00:00:00+00:00,Azure
930,930,US East,ND96isrH100v5 Spot,1,88.488,88.488,2023-12-01 00:00:00+00:00,Azure
1688,1688,US East,F2as v6 Spot,1,0.0585,0.0585,2023-12-01 00:00:00+00:00,Azure
996,996,US East,D2alds_v6 Spot,1,0.04375,0.04375,2023-12-01 00:00:00+00:00,Azure
262,262,US East,D2as_v6 Spot,1,0.02065,0.02065,2023-12-01 00:00:00+00:00,Azure
1671,1671,US East,F72as v6 Spot,1,1.278,1.278,2023-12-01 00:00:00+00:00,Azure
973,973,US East,D48as_v6 Spot,1,1.0475,1.0475,2023-12-01 00:00:00+00:00,Azure
498,498,US East,D4alds_v6 Spot,1,0.08725,0.08725,2023-12-01 00:00:00+00:00,Azure
1127,1127,US East,F8as v6 Spot,1,0.234,0.234,2023-12-01 00:00:00+00:00,Azure
1132,1132,US East,F2as v6 Spot,1,0.0355,0.0355,2023-12-01 00:00:00+00:00,Azure
1134,1134,US East,M416-208ms_v2 Spot,1,11.829,11.829,2023-12-01 00:00:00+00:00,Azure
1140,1140,US East,M208-52ms_v2 Spot,1,5.4188,5.4188,2023-12-01 00:00:00+00:00,Azure
236,236,US East,F4as v6 Spot,1,0.071,0.071,2023-12-01 00:00:00+00:00,Azure
1747,1747,US East,D96alds_v6 Spot,1,2.09525,2.09525,2023-12-01 00:00:00+00:00,Azure
1528,1528,US East,D16alds_v6 Spot,1,0.34925,0.34925,2023-12-01 00:00:00+00:00,Azure
388,388,US East,D2alds_v6 Spot,1,0.02065,0.02065,2023-12-01 00:00:00+00:00,Azure
1151,1151,US East,D32as_v6 Spot,1,0.3305,0.3305,2023-12-01 00:00:00+00:00,Azure
677,677,US East,D16as_v6 Spot,1,0.34925,0.34925,2023-12-01 00:00:00+00:00,Azure
572,572,US East,D8as_v6 Spot,1,0.0825,0.0825,2023-12-01 00:00:00+00:00,Azure
1591,1591,US East,F4as v6 Spot,1,0.117,0.117,2023-12-01 00:00:00+00:00,Azure
13,13,US East,D96as_v6 Spot,1,0.99125,0.99125,2023-12-01 00:00:00+00:00,Azure
1165,1165,US East,M416-104s_v2 Spot,1,6.8716,6.8716,2023-12-01 00:00:00+00:00,Azure
228,228,US East,F32as v6 Spot,1,0.936,0.936,2023-12-01 00:00:00+00:00,Azure
342,342,US East,F8as v6 Spot,1,0.142,0.142,2023-12-01 00:00:00+00:00,Azure
194,194,US East,D48as_v6 Spot,1,0.4955,0.4955,2023-12-01 00:00:00+00:00,Azure
1192,1192,US East,ND96isrH100v5 Spot,1,92.4624,92.4624,2023-12-01 00:00:00+00:00,Azure
1233,1233,US East,A0 Spot,1,0.014,0.014,2023-12-01 00:00:00+00:00,Azure
1444,1444,US East,D32alds_v6 Spot,1,0.3305,0.3305,2023-12-01 00:00:00+00:00,Azure
1197,1197,US East,F72as v6 Spot,1,2.106,2.106,2023-12-01 00:00:00+00:00,Azure
1446,1446,US East,D48alds_v6 Spot,1,1.0475,1.0475,2023-12-01 00:00:00+00:00,Azure
1204,1204,US East,D32alds_v6 Spot,1,0.6985,0.6985,2023-12-01 00:00:00+00:00,Azure
1458,1458,US East,F32as v6 Spot,1,0.568,0.568,2023-12-01 00:00:00+00:00,Azure
1211,1211,US East,D64as_v6 Spot,1,1.39675,1.39675,2023-12-01 00:00:00+00:00,Azure
509,509,US East,A4 Spot,1,0.4144,0.4144,2023-12-01 00:00:00+00:00,Azure
1546,1546,US East,D96alds_v6 Spot,1,0.99125,0.99125,2023-12-01 00:00:00+00:00,Azure
348,348,US East,NC24r Spot,1,0.477,0.477,2023-12-01 00:00:00+00:00,Azure
673,673,US East,A0 Spot,1,0.0126,0.0126,2023-12-01 00:00:00+00:00,Azure
1738,1738,US East,ND96isH100v5 Spot,1,83.6136,83.6136,2023-12-01 00:00:00+00:00,Azure
1461,1461,US East,F64as v6 Spot,1,1.872,1.872,2023-12-01 00:00:00+00:00,Azure
882,882,US East,A5 Spot,1,0.231,0.231,2023-12-01 00:00:00+00:00,Azure
1009,1009,US East,D4alds_v6 Spot,1,0.04125,0.04125,2023-12-01 00:00:00+00:00,Azure
1018,1018,US East,D8as_v6 Spot,1,0.1745,0.1745,2023-12-01 00:00:00+00:00,Azure
545,545,US East,A3 Spot,1,0.2072,0.2072,2023-12-01 00:00:00+00:00,Azure
712,712,US East,D4as_v6 Spot,1,0.08725,0.08725,2023-12-01 00:00:00+00:00,Azure
840,840,US East,M208-104ms_v2 Spot,1,5.4188,5.4188,2023-12-01 00:00:00+00:00,Azure
832,832,US East,D96as_v6 Spot,1,2.09525,2.09525,2023-12-01 00:00:00+00:00,Azure
1641,1641,US East,D32as_v6 Spot,1,0.6985,0.6985,2023-12-01 00:00:00+00:00,Azure
1632,1632,US East,D8alds_v6 Spot,1,0.0825,0.0825,2023-12-01 00:00:00+00:00,Azure
1057,1057,US East,M208-104s_v2 Spot,1,3.1878,3.1878,2023-12-01 00:00:00+00:00,Azure
1302,1302,US East,NC12 Spot,1,0.2168,0.2168,2023-12-01 00:00:00+00:00,Azure
719,719,US East,A4 Spot,1,0.504,0.504,2023-12-01 00:00:00+00:00,Azure
1067,1067,US East,D64alds_v6 Spot,1,0.66075,0.66075,2023-12-01 00:00:00+00:00,Azure
1015,1015,US East,F48as v6 Spot,1,0.852,0.852,2023-12-01 00:00:00+00:00,Azure
820,820,US East,A2 Spot,1,0.0931,0.0931,2023-12-01 00:00:00+00:00,Azure
822,822,US East,D8alds_v6 Spot,1,0.1745,0.1745,2023-12-01 00:00:00+00:00,Azure
437,437,US East,F16as v6 Spot,1,0.468,0.468,2023-12-01 00:00:00+00:00,Azure
722,722,US East,A7 Spot,1,0.924,0.924,2023-12-01 00:00:00+00:00,Azure
1293,1293,US East,A2 Spot,1,0.126,0.126,2023-12-01 00:00:00+00:00,Azure
989,989,US East,ND96isH100v5 Spot,1,79.6392,79.6392,2023-12-01 00:00:00+00:00,Azure
600,600,US East,F1 Spot,1,0.01558,0.01558,2024-01-01 00:00:00+00:00,Azure
594,594,US East,Standard_L64s_v3 Spot,8,0.8512,0.1464,2024-01-01 00:00:00+00:00,Azure
611,611,US East,Standard_EC48as_v5 Spot,8,1.85989,0.27248625,2024-01-01 00:00:00+00:00,Azure
597,597,US East,E48s v4 Spot,1,0.570811,0.570811,2024-01-01 00:00:00+00:00,Azure
518,518,US East,Standard_D32d_v5 Spot,8,0.357848,0.084731,2024-01-01 00:00:00+00:00,Azure
762,762,US East,E8d v4 Spot,1,0.10299,0.10299,2024-01-01 00:00:00+00:00,Azure
765,765,US East,Standard_E2d_v5 Spot,2,0.0144,0.0172,2024-01-01 00:00:00+00:00,Azure
599,599,US East,E64ds v4 Spot,1,0.4608,0.4608,2024-01-01 00:00:00+00:00,Azure
601,601,US East,Standard_E20pds_v5 Spot,8,0.215488,0.066936,2024-01-01 00:00:00+00:00,Azure
525,525,US East,D16als_v6 Spot,1,0.146,0.146,2024-01-01 00:00:00+00:00,Azure
752,752,US East,D4als_v6 Spot,1,0.0365,0.0365,2024-01-01 00:00:00+00:00,Azure
528,528,US East,Standard_NC96ads_A100_v4 Spot,8,2.543275,0.357909375,2024-01-01 00:00:00+00:00,Azure
751,751,US East,E64d v4 Spot,1,0.823923,0.823923,2024-01-01 00:00:00+00:00,Azure
517,517,US East,E8-4ds v4 Spot,1,0.10299,0.10299,2024-01-01 00:00:00+00:00,Azure
527,527,US East,E96-48s v5 Spot,1,0.6048,0.6048,2024-01-01 00:00:00+00:00,Azure
593,593,US East,F8ams v6 Spot,1,0.18575,0.18575,2024-01-01 00:00:00+00:00,Azure
607,607,US East,Standard_D96d_v5 Spot,8,0.5424,0.1078,2024-01-01 00:00:00+00:00,Azure
606,606,US East,E64ds v5 Spot,1,0.823923,0.823923,2024-01-01 00:00:00+00:00,Azure
605,605,US East,D96ads_v6 Spot,1,1.1855,1.1855,2024-01-01 00:00:00+00:00,Azure
613,613,US East,D4ds v4 Spot,1,0.044731,0.044731,2024-01-01 00:00:00+00:00,Azure
604,604,US East,E16 v4 Spot,1,0.1008,0.1008,2024-01-01 00:00:00+00:00,Azure
603,603,US East,D32s v4 Spot,1,0.328173,0.328173,2024-01-01 00:00:00+00:00,Azure
520,520,US East,D2 v2 Spot,1,0.0186,0.0186,2024-01-01 00:00:00+00:00,Azure
608,608,US East,Standard_M416s_8_v2 Spot,8,8.7296,1.1312,2024-01-01 00:00:00+00:00,Azure
761,761,US East,Standard_DC8ads_v5 Spot,4,0.535002,0.1537504999999999,2024-01-01 00:00:00+00:00,Azure
757,757,US East,D48s v4 Spot,1,0.2304,0.2304,2024-01-01 00:00:00+00:00,Azure
748,748,US East,E2ds v5 Spot,1,0.0144,0.0144,2024-01-01 00:00:00+00:00,Azure
602,602,US East,Standard_E48_v5 Spot,8,0.570811,0.111351375,2024-01-01 00:00:00+00:00,Azure
756,756,US East,Standard_ND96amsr_A100_v4 Spot,8,5.2432,0.6954,2024-01-01 00:00:00+00:00,Azure
523,523,US East,E4-2ds v4 Spot,1,0.0288,0.0288,2024-01-01 00:00:00+00:00,Azure
609,609,US East,E4-2s v5 Spot,1,0.0252,0.0252,2024-01-01 00:00:00+00:00,Azure
596,596,US East,E64-32s v5 Spot,1,0.761082,0.761082,2024-01-01 00:00:00+00:00,Azure
758,758,US East,E20ds v5 Spot,1,0.144,0.144,2024-01-01 00:00:00+00:00,Azure
753,753,US East,E64-16s v4 Spot,1,0.4032,0.4032,2024-01-01 00:00:00+00:00,Azure
524,524,US East,D16 v4 Spot,1,0.0768,0.0768,2024-01-01 00:00:00+00:00,Azure
659,659,US East,DS13 v2 Spot,1,0.171917,0.171917,2024-01-01 00:00:00+00:00,Azure
745,745,US East,E4-2ds v4 Spot,1,0.051495,0.051495,2024-01-01 00:00:00+00:00,Azure
573,573,US East,Standard_DC4ads_v5 Spot,2,0.141295,0.0806475,2024-01-01 00:00:00+00:00,Azure
685,685,US East,D64-32s v3 Spot,1,0.656346,0.656346,2024-01-01 00:00:00+00:00,Azure
649,649,US East,Standard_D96_v5 Spot,8,0.984518,0.16306475,2024-01-01 00:00:00+00:00,Azure
556,556,US East,Standard_E4bs_v5 Spot,2,0.052586,0.036293,2024-01-01 00:00:00+00:00,Azure
686,686,US East,E48ds v4 Spot,1,0.617942,0.617942,2024-01-01 00:00:00+00:00,Azure
687,687,US East,E32-16ds v5 Spot,1,0.411962,0.411962,2024-01-01 00:00:00+00:00,Azure
688,688,US East,E32-8ds v5 Spot,1,0.411962,0.411962,2024-01-01 00:00:00+00:00,Azure
574,574,US East,F16als v6 Spot,1,0.25125,0.25125,2024-01-01 00:00:00+00:00,Azure
554,554,US East,Standard_E16ps_v5 Spot,4,0.160368,0.060092,2024-01-01 00:00:00+00:00,Azure
690,690,US East,E64-32ds v4 Spot,1,0.823923,0.823923,2024-01-01 00:00:00+00:00,Azure
691,691,US East,A2 v2 Spot,1,0.0091,0.0091,2024-01-01 00:00:00+00:00,Azure
692,692,US East,E8 v4 Spot,1,0.095135,0.095135,2024-01-01 00:00:00+00:00,Azure
693,693,US East,F48als v6 Spot,1,1.3055,1.3055,2024-01-01 00:00:00+00:00,Azure
575,575,US East,Standard_EC16as_v5 Spot,4,1.12504,0.30126,2024-01-01 00:00:00+00:00,Azure
695,695,US East,DS1 v2 Spot,1,0.0093,0.0093,2024-01-01 00:00:00+00:00,Azure
552,552,US East,D2als_v6 Spot,1,0.04125,0.04125,2024-01-01 00:00:00+00:00,Azure
648,648,US East,E4d v4 Spot,1,0.0288,0.0288,2024-01-01 00:00:00+00:00,Azure
699,699,US East,E2s v4 Spot,1,0.0126,0.0126,2024-01-01 00:00:00+00:00,Azure
647,647,US East,E16 v4 Spot,1,0.19027,0.19027,2024-01-01 00:00:00+00:00,Azure
551,551,US East,Standard_E48d_v5 Spot,8,0.617942,0.11724275,2024-01-01 00:00:00+00:00,Azure
550,550,US East,E8d v4 Spot,1,0.0576,0.0576,2024-01-01 00:00:00+00:00,Azure
701,701,US East,F48ams v6 Spot,1,1.11475,1.11475,2024-01-01 00:00:00+00:00,Azure
702,702,US East,E8ds v5 Spot,1,0.10299,0.10299,2024-01-01 00:00:00+00:00,Azure
769,769,US East,F4s v2 Spot,1,0.035567,0.035567,2024-01-01 00:00:00+00:00,Azure
683,683,US East,NC8as T4 v3 Spot,1,0.119952,0.119952,2024-01-01 00:00:00+00:00,Azure
681,681,US East,E64ads_v6 Spot,1,1.7425,1.7425,2024-01-01 00:00:00+00:00,Azure
680,680,US East,Standard_D32s_v5 Spot,8,0.1536,0.0592,2024-01-01 00:00:00+00:00,Azure
660,660,US East,D64s v3 Spot,1,0.3072,0.3072,2024-01-01 00:00:00+00:00,Azure
661,661,US East,D4d v4 Spot,1,0.0226,0.0226,2024-01-01 00:00:00+00:00,Azure
569,569,US East,Standard_DC64ads_v5 Spot,8,4.280016,0.575002,2024-01-01 00:00:00+00:00,Azure
568,568,US East,E2 v3 Spot,1,0.023784,0.023784,2024-01-01 00:00:00+00:00,Azure
567,567,US East,D8s v4 Spot,1,0.082043,0.082043,2024-01-01 00:00:00+00:00,Azure
662,662,US East,E8-2s v3 Spot,1,0.095135,0.095135,2024-01-01 00:00:00+00:00,Azure
566,566,US East,E104ids v5 Spot,1,1.420591,1.420591,2024-01-01 00:00:00+00:00,Azure
565,565,US East,E96ds v5 Spot,1,1.235885,1.235885,2024-01-01 00:00:00+00:00,Azure
657,657,US East,Standard_D48pds_v5 Spot,8,0.455312,0.096914,2024-01-01 00:00:00+00:00,Azure
564,564,US East,Standard_D4_v5 Spot,2,0.041022,0.030511,2024-01-01 00:00:00+00:00,Azure
656,656,US East,F64alds v6 Spot,1,1.1345,1.1345,2024-01-01 00:00:00+00:00,Azure
703,703,US East,E8-4s v4 Spot,1,0.0504,0.0504,2024-01-01 00:00:00+00:00,Azure
667,667,US East,Standard_E8bs_v5 Spot,4,0.105172,0.046293,2024-01-01 00:00:00+00:00,Azure
563,563,US East,NC12s v3 Spot,1,2.087669,2.087669,2024-01-01 00:00:00+00:00,Azure
570,570,US East,F16ads v6 Spot,1,0.3405,0.3405,2024-01-01 00:00:00+00:00,Azure
669,669,US East,F72alds v6 Spot,1,2.10425,2.10425,2024-01-01 00:00:00+00:00,Azure
561,561,US East,D4 v2 Spot,1,0.074529,0.074529,2024-01-01 00:00:00+00:00,Azure
671,671,US East,Standard_E2bs_v5 Spot,2,0.0149,0.01745,2024-01-01 00:00:00+00:00,Azure
559,559,US East,D12 v2 Spot,1,0.085958,0.085958,2024-01-01 00:00:00+00:00,Azure
674,674,US East,DS14-4 v2 Spot,1,0.188807,0.188807,2024-01-01 00:00:00+00:00,Azure
653,653,US East,E32-16ds v4 Spot,1,0.411962,0.411962,2024-01-01 00:00:00+00:00,Azure
558,558,US East,E20s v4 Spot,1,0.237838,0.237838,2024-01-01 00:00:00+00:00,Azure
651,651,US East,DS4 v2 Spot,1,0.164102,0.164102,2024-01-01 00:00:00+00:00,Azure
679,679,US East,Standard_E16d_v5 Spot,8,0.205981,0.065747625,2024-01-01 00:00:00+00:00,Azure
655,655,US East,Standard_DC4as_v5 Spot,2,0.117992,0.068996,2024-01-01 00:00:00+00:00,Azure
645,645,US East,E32-8s v3 Spot,1,0.2016,0.2016,2024-01-01 00:00:00+00:00,Azure
704,704,US East,E4ds v5 Spot,1,0.0288,0.0288,2024-01-01 00:00:00+00:00,Azure
578,578,US East,F72als v6 Spot,1,1.1305,1.1305,2024-01-01 00:00:00+00:00,Azure
588,588,US East,Standard_EC96as_v5 Spot,8,6.749256,0.883657,2024-01-01 00:00:00+00:00,Azure
589,589,US East,A0 Spot,1,0.011122,0.011122,2024-01-01 00:00:00+00:00,Azure
627,627,US East,D16 v3 Spot,1,0.0768,0.0768,2024-01-01 00:00:00+00:00,Azure
626,626,US East,E8-4ds v5 Spot,1,0.10299,0.10299,2024-01-01 00:00:00+00:00,Azure
538,538,US East,E32as_v6 Spot,1,0.8015,0.8015,2024-01-01 00:00:00+00:00,Azure
537,537,US East,E8as_v6 Spot,1,0.1085,0.1085,2024-01-01 00:00:00+00:00,Azure
624,624,US East,E32ds v4 Spot,1,0.2304,0.2304,2024-01-01 00:00:00+00:00,Azure
732,732,US East,A8m v2 Spot,1,0.078552,0.078552,2024-01-01 00:00:00+00:00,Azure
536,536,US East,F64ams v6 Spot,1,1.4865,1.4865,2024-01-01 00:00:00+00:00,Azure
590,590,US East,Standard_D96_v5 Spot,8,0.4608,0.0975999999999999,2024-01-01 00:00:00+00:00,Azure
733,733,US East,E64d v4 Spot,1,0.4608,0.4608,2024-01-01 00:00:00+00:00,Azure
630,630,US East,F8als v6 Spot,1,0.2175,0.2175,2024-01-01 00:00:00+00:00,Azure
535,535,US East,Standard_E20d_v5 Spot,8,0.257476,0.0721845,2024-01-01 00:00:00+00:00,Azure
734,734,US East,Standard_DC48ads_v5 Spot,8,3.21048,0.44131,2024-01-01 00:00:00+00:00,Azure
620,620,US East,E104is v5 Spot,1,0.7207,0.7207,2024-01-01 00:00:00+00:00,Azure
735,735,US East,E96as_v6 Spot,1,1.30075,1.30075,2024-01-01 00:00:00+00:00,Azure
736,736,US East,Standard_E32_v5 Spot,8,0.380541,0.087567625,2024-01-01 00:00:00+00:00,Azure
619,619,US East,E16-4s v4 Spot,1,0.19027,0.19027,2024-01-01 00:00:00+00:00,Azure
738,738,US East,F32ams v6 Spot,1,1.11125,1.11125,2024-01-01 00:00:00+00:00,Azure
534,534,US East,E48ds v5 Spot,1,0.3456,0.3456,2024-01-01 00:00:00+00:00,Azure
742,742,US East,D64ds v4 Spot,1,0.715696,0.715696,2024-01-01 00:00:00+00:00,Azure
531,531,US East,F4ads v6 Spot,1,0.131,0.131,2024-01-01 00:00:00+00:00,Azure
743,743,US East,Standard_D8ds_v5 Spot,4,0.089462,0.0423655,2024-01-01 00:00:00+00:00,Azure
615,615,US East,D48als_v6 Spot,1,0.438,0.438,2024-01-01 00:00:00+00:00,Azure
621,621,US East,Standard_E96_v5 Spot,8,1.141622,0.18270275,2024-01-01 00:00:00+00:00,Azure
614,614,US East,E20 v4 Spot,1,0.237838,0.237838,2024-01-01 00:00:00+00:00,Azure
631,631,US East,Standard_D2pds_v5 Spot,2,0.018928,0.019464,2024-01-01 00:00:00+00:00,Azure
586,586,US East,F64amds v6 Spot,1,2.45925,2.45925,2024-01-01 00:00:00+00:00,Azure
549,549,US East,F2 Spot,1,0.012613,0.012613,2024-01-01 00:00:00+00:00,Azure
706,706,US East,E16-8s v3 Spot,1,0.19027,0.19027,2024-01-01 00:00:00+00:00,Azure
548,548,US East,Standard_D16ps_v5 Spot,4,0.140608,0.055152,2024-01-01 00:00:00+00:00,Azure
547,547,US East,E96-24s v5 Spot,1,1.141622,1.141622,2024-01-01 00:00:00+00:00,Azure
708,708,US East,Standard_E96bds_v5 Spot,8,1.356331,0.209541375,2024-01-01 00:00:00+00:00,Azure
709,709,US East,D16ads_v6 Spot,1,0.1975,0.1975,2024-01-01 00:00:00+00:00,Azure
641,641,US East,E48s v3 Spot,1,0.570811,0.570811,2024-01-01 00:00:00+00:00,Azure
640,640,US East,F2 Spot,1,0.031258,0.031258,2024-01-01 00:00:00+00:00,Azure
711,711,US East,Standard_D16ds_v5 Spot,8,0.178924,0.0623655,2024-01-01 00:00:00+00:00,Azure
713,713,US East,E64-32s v3 Spot,1,0.717114,0.717114,2024-01-01 00:00:00+00:00,Azure
544,544,US East,E8-4s v5 Spot,1,0.095135,0.095135,2024-01-01 00:00:00+00:00,Azure
725,725,US East,F8s v2 Spot,1,0.0338,0.0338,2024-01-01 00:00:00+00:00,Azure
716,716,US East,F48ams v6 Spot,1,1.66675,1.66675,2024-01-01 00:00:00+00:00,Azure
718,718,US East,E2s v5 Spot,1,0.0126,0.0126,2024-01-01 00:00:00+00:00,Azure
638,638,US East,Standard_DC64as_v5 Spot,8,1.887872,0.275984,2024-01-01 00:00:00+00:00,Azure
721,721,US East,D32ds v4 Spot,1,0.357848,0.357848,2024-01-01 00:00:00+00:00,Azure
582,582,US East,Standard_E8d_v5 Spot,4,0.10299,0.0457474999999999,2024-01-01 00:00:00+00:00,Azure
636,636,US East,Standard_E64bs_v5 Spot,8,0.841379,0.145172375,2024-01-01 00:00:00+00:00,Azure
583,583,US East,Standard_E20_v5 Spot,8,0.126,0.05575,2024-01-01 00:00:00+00:00,Azure
635,635,US East,Standard_D8pds_v5 Spot,4,0.07592,0.03898,2024-01-01 00:00:00+00:00,Azure
634,634,US East,D32d v4 Spot,1,0.357848,0.357848,2024-01-01 00:00:00+00:00,Azure
633,633,US East,Standard_D16d_v5 Spot,8,0.178924,0.0623655,2024-01-01 00:00:00+00:00,Azure
584,584,US East,E4ds v5 Spot,1,0.051495,0.051495,2024-01-01 00:00:00+00:00,Azure
724,724,US East,Standard_EC4ads_v5 Spot,2,0.17968,0.09984,2024-01-01 00:00:00+00:00,Azure
717,717,US East,E64-32s v3 Spot,1,0.3629,0.3629,2024-01-01 00:00:00+00:00,Azure
