,Unnamed: 0,AvailabilityZone,InstanceType,MaximumNetworkInterfaces,SpotPrice,PricePerInterface,Timestamp,Provider
868,868,US East,Standard_EC4ads_v5 Spot,2,0.305956,0.162978,2024-01-01 00:00:00+00:00,Azure
864,864,US East,Standard_E8bds_v5 Spot,4,0.113028,0.048257,2024-01-01 00:00:00+00:00,Azure
863,863,US East,Standard_E64bds_v5 Spot,8,0.5344,0.1068,2024-01-01 00:00:00+00:00,Azure
861,861,US East,E2ads_v6 Spot,1,0.0545,0.0545,2024-01-01 00:00:00+00:00,Azure
860,860,US East,D16ds v4 Spot,1,0.178924,0.178924,2024-01-01 00:00:00+00:00,Azure
857,857,US East,D4ds v4 Spot,1,0.0226,0.0226,2024-01-01 00:00:00+00:00,Azure
855,855,US East,Standard_E16bds_v5 Spot,8,0.1336,0.0567,2024-01-01 00:00:00+00:00,Azure
849,849,US East,D8s v3 Spot,1,0.0384,0.0384,2024-01-01 00:00:00+00:00,Azure
845,845,US East,D32-8s v3 Spot,1,0.1536,0.1536,2024-01-01 00:00:00+00:00,Azure
842,842,US East,A4 Spot,1,0.195747,0.195747,2024-01-01 00:00:00+00:00,Azure
839,839,US East,E16ds v4 Spot,1,0.205981,0.205981,2024-01-01 00:00:00+00:00,Azure
838,838,US East,F1ams v6 Spot,1,0.023225,0.023225,2024-01-01 00:00:00+00:00,Azure
835,835,US East,Standard_D8_v5 Spot,4,0.082043,0.04051075,2024-01-01 00:00:00+00:00,Azure
829,829,US East,E4s v4 Spot,1,0.0252,0.0252,2024-01-01 00:00:00+00:00,Azure
828,828,US East,Standard_E112ibds_v5 Spot,8,1.684395,0.250549375,2024-01-01 00:00:00+00:00,Azure
908,908,US East,Standard_L16as_v3 Spot,8,0.1984,0.0648,2024-01-01 00:00:00+00:00,Azure
1286,1286,US East,F2alds v6 Spot,1,0.0585,0.0585,2024-01-01 00:00:00+00:00,Azure
1039,1039,US East,Standard_E64d_v5 Spot,8,0.823923,0.142990375,2024-01-01 00:00:00+00:00,Azure
1043,1043,US East,F8alds v6 Spot,1,0.23375,0.23375,2024-01-01 00:00:00+00:00,Azure
1225,1225,US East,D8als_v6 Spot,1,0.073,0.073,2024-01-01 00:00:00+00:00,Azure
1224,1224,US East,HB120-64rs_v3 Spot,1,0.912,0.912,2024-01-01 00:00:00+00:00,Azure
1222,1222,US East,E2s v4 Spot,1,0.023784,0.023784,2024-01-01 00:00:00+00:00,Azure
1221,1221,US East,E16-4s v5 Spot,1,0.1008,0.1008,2024-01-01 00:00:00+00:00,Azure
1218,1218,US East,D8s v4 Spot,1,0.0384,0.0384,2024-01-01 00:00:00+00:00,Azure
1215,1215,US East,E16 v3 Spot,1,0.1008,0.1008,2024-01-01 00:00:00+00:00,Azure
1214,1214,US East,Standard_D32s_v5 Spot,8,0.328173,0.081021625,2024-01-01 00:00:00+00:00,Azure
1213,1213,US East,L32s v2 Spot,1,0.3968,0.3968,2024-01-01 00:00:00+00:00,Azure
1210,1210,US East,E8-2s v5 Spot,1,0.095135,0.095135,2024-01-01 00:00:00+00:00,Azure
1208,1208,US East,E8 v4 Spot,1,0.0504,0.0504,2024-01-01 00:00:00+00:00,Azure
1203,1203,US East,Standard_E48d_v5 Spot,8,0.3456,0.0832,2024-01-01 00:00:00+00:00,Azure
1202,1202,US East,L80s v2 Spot,1,0.992,0.992,2024-01-01 00:00:00+00:00,Azure
1201,1201,US East,Standard_D8s_v5 Spot,4,0.082043,0.04051075,2024-01-01 00:00:00+00:00,Azure
1226,1226,US East,E20ads_v6 Spot,1,0.5445,0.5445,2024-01-01 00:00:00+00:00,Azure
1200,1200,US East,Standard_DC48as_v5 Spot,8,2.929738,0.40621725,2024-01-01 00:00:00+00:00,Azure
1196,1196,US East,A8m v2 Spot,1,0.0475,0.0475,2024-01-01 00:00:00+00:00,Azure
1193,1193,US East,NC64asT4 v3 Spot,1,0.781402,0.781402,2024-01-01 00:00:00+00:00,Azure
1189,1189,US East,A2m v2 Spot,1,0.019638,0.019638,2024-01-01 00:00:00+00:00,Azure
1187,1187,US East,Standard_E2d_v5 Spot,2,0.025748,0.022874,2024-01-01 00:00:00+00:00,Azure
1186,1186,US East,D11 v2 Spot,1,0.042979,0.042979,2024-01-01 00:00:00+00:00,Azure
1185,1185,US East,Standard_EC2as_v5 Spot,2,0.077507,0.0487535,2024-01-01 00:00:00+00:00,Azure
1184,1184,US East,Standard_E2bs_v5 Spot,2,0.026293,0.0231465,2024-01-01 00:00:00+00:00,Azure
1179,1179,US East,DS12-2 v2 Spot,1,0.085958,0.085958,2024-01-01 00:00:00+00:00,Azure
1176,1176,US East,D48d v4 Spot,1,0.536772,0.536772,2024-01-01 00:00:00+00:00,Azure
1174,1174,US East,E16-4ds v4 Spot,1,0.1152,0.1152,2024-01-01 00:00:00+00:00,Azure
1173,1173,US East,D2als_v6 Spot,1,0.01825,0.01825,2024-01-01 00:00:00+00:00,Azure
1172,1172,US East,E20d v4 Spot,1,0.144,0.144,2024-01-01 00:00:00+00:00,Azure
1171,1171,US East,D64-32s v3 Spot,1,0.3072,0.3072,2024-01-01 00:00:00+00:00,Azure
1198,1198,US East,Standard_NC24ads_A100_v4 Spot,2,0.635819,0.3279095,2024-01-01 00:00:00+00:00,Azure
1228,1228,US East,Standard_E112ibs_v5 Spot,8,0.9178,0.154725,2024-01-01 00:00:00+00:00,Azure
1230,1230,US East,Standard_D8pls_v5 Spot,4,0.06656,0.03664,2024-01-01 00:00:00+00:00,Azure
1231,1231,US East,L64s v2 Spot,1,0.7936,0.7936,2024-01-01 00:00:00+00:00,Azure
1284,1284,US East,DS15 v2 Spot,1,0.236072,0.236072,2024-01-01 00:00:00+00:00,Azure
1283,1283,US East,Standard_E16pds_v5 Spot,4,0.172432,0.063108,2024-01-01 00:00:00+00:00,Azure
1282,1282,US East,Standard_E20ps_v5 Spot,8,0.200512,0.065064,2024-01-01 00:00:00+00:00,Azure
1280,1280,US East,E4s v4 Spot,1,0.047568,0.047568,2024-01-01 00:00:00+00:00,Azure
1277,1277,US East,Standard_D2d_v5 Spot,2,0.022366,0.021183,2024-01-01 00:00:00+00:00,Azure
1274,1274,US East,D8ads_v6 Spot,1,0.19075,0.19075,2024-01-01 00:00:00+00:00,Azure
1272,1272,US East,E8s v5 Spot,1,0.0504,0.0504,2024-01-01 00:00:00+00:00,Azure
1271,1271,US East,E32s v4 Spot,1,0.380541,0.380541,2024-01-01 00:00:00+00:00,Azure
1268,1268,US East,E64-32s v5 Spot,1,0.4032,0.4032,2024-01-01 00:00:00+00:00,Azure
1265,1265,US East,E16-8s v4 Spot,1,0.19027,0.19027,2024-01-01 00:00:00+00:00,Azure
1264,1264,US East,F48amds v6 Spot,1,1.2925,1.2925,2024-01-01 00:00:00+00:00,Azure
1263,1263,US East,DS14-8 v2 Spot,1,0.188807,0.188807,2024-01-01 00:00:00+00:00,Azure
1262,1262,US East,Standard_E4bds_v5 Spot,2,0.0334,0.0267,2024-01-01 00:00:00+00:00,Azure
1261,1261,US East,E4-2ds v5 Spot,1,0.0288,0.0288,2024-01-01 00:00:00+00:00,Azure
1260,1260,US East,D16 v4 Spot,1,0.164086,0.164086,2024-01-01 00:00:00+00:00,Azure
1259,1259,US East,D32-16s v3 Spot,1,0.328173,0.328173,2024-01-01 00:00:00+00:00,Azure
1258,1258,US East,D64 v4 Spot,1,0.3072,0.3072,2024-01-01 00:00:00+00:00,Azure
1257,1257,US East,E96-24s v5 Spot,1,0.6048,0.6048,2024-01-01 00:00:00+00:00,Azure
1255,1255,US East,Standard_D64_v5 Spot,8,0.3072,0.0784,2024-01-01 00:00:00+00:00,Azure
1253,1253,US East,Standard_E4_v5 Spot,2,0.047568,0.033784,2024-01-01 00:00:00+00:00,Azure
1250,1250,US East,Standard_D2ps_v5 Spot,2,0.017576,0.018788,2024-01-01 00:00:00+00:00,Azure
1249,1249,US East,E8s v3 Spot,1,0.0504,0.0504,2024-01-01 00:00:00+00:00,Azure
1245,1245,US East,E8 v3 Spot,1,0.095135,0.095135,2024-01-01 00:00:00+00:00,Azure
1243,1243,US East,Standard_EC16as_v5 Spot,4,0.620054,0.1750135,2024-01-01 00:00:00+00:00,Azure
1241,1241,US East,Standard_E4_v5 Spot,2,0.0252,0.0226,2024-01-01 00:00:00+00:00,Azure
1239,1239,US East,E4 v4 Spot,1,0.047568,0.047568,2024-01-01 00:00:00+00:00,Azure
1237,1237,US East,E32d v4 Spot,1,0.411962,0.411962,2024-01-01 00:00:00+00:00,Azure
1236,1236,US East,Standard_E4pds_v5 Spot,2,0.043056,0.031528,2024-01-01 00:00:00+00:00,Azure
1232,1232,US East,D16d v4 Spot,1,0.0904,0.0904,2024-01-01 00:00:00+00:00,Azure
1170,1170,US East,E16-4s v4 Spot,1,0.1008,0.1008,2024-01-01 00:00:00+00:00,Azure
1040,1040,US East,NDmr40s v2 Spot,1,1.224,1.224,2024-01-01 00:00:00+00:00,Azure
1167,1167,US East,D13 v2 Spot,1,0.094403,0.094403,2024-01-01 00:00:00+00:00,Azure
1163,1163,US East,F8s Spot,1,0.124705,0.124705,2024-01-01 00:00:00+00:00,Azure
1099,1099,US East,E8-2ds v4 Spot,1,0.0576,0.0576,2024-01-01 00:00:00+00:00,Azure
1098,1098,US East,D32s v4 Spot,1,0.1536,0.1536,2024-01-01 00:00:00+00:00,Azure
1097,1097,US East,Standard_DC48ads_v5 Spot,8,1.695545,0.251943125,2024-01-01 00:00:00+00:00,Azure
1094,1094,US East,E48s v4 Spot,1,0.3024,0.3024,2024-01-01 00:00:00+00:00,Azure
1093,1093,US East,E32s v5 Spot,1,0.380541,0.380541,2024-01-01 00:00:00+00:00,Azure
1092,1092,US East,E16-4s v3 Spot,1,0.19027,0.19027,2024-01-01 00:00:00+00:00,Azure
1091,1091,US East,E64-16s v3 Spot,1,0.3629,0.3629,2024-01-01 00:00:00+00:00,Azure
1090,1090,US East,E2d v4 Spot,1,0.0144,0.0144,2024-01-01 00:00:00+00:00,Azure
1089,1089,US East,E32-16s v5 Spot,1,0.380541,0.380541,2024-01-01 00:00:00+00:00,Azure
1085,1085,US East,E8-2s v5 Spot,1,0.0504,0.0504,2024-01-01 00:00:00+00:00,Azure
1083,1083,US East,Standard_E96d_v5 Spot,8,0.6912,0.1264,2024-01-01 00:00:00+00:00,Azure
1081,1081,US East,D4 v4 Spot,1,0.041022,0.041022,2024-01-01 00:00:00+00:00,Azure
1079,1079,US East,E64 v3 Spot,1,0.717114,0.717114,2024-01-01 00:00:00+00:00,Azure
1100,1100,US East,E32s v3 Spot,1,0.380541,0.380541,2024-01-01 00:00:00+00:00,Azure
1078,1078,US East,DS15i v2 Spot,1,0.236072,0.236072,2024-01-01 00:00:00+00:00,Azure
1071,1071,US East,Standard_EC48ads_v5 Spot,8,2.156155,0.309519375,2024-01-01 00:00:00+00:00,Azure
1070,1070,US East,Standard_L80s_v3 Spot,8,1.064,0.173,2024-01-01 00:00:00+00:00,Azure
1065,1065,US East,E96ads_v6 Spot,1,2.6135,2.6135,2024-01-01 00:00:00+00:00,Azure
1063,1063,US East,Standard_E112ibds_v5 Spot,8,1.0287,0.1685875,2024-01-01 00:00:00+00:00,Azure
1060,1060,US East,Standard_D64pls_v5 Spot,8,0.53248,0.1065599999999999,2024-01-01 00:00:00+00:00,Azure
1058,1058,US East,Standard_D2s_v5 Spot,2,0.0096,0.0148,2024-01-01 00:00:00+00:00,Azure
1055,1055,US East,E96s v5 Spot,1,0.6048,0.6048,2024-01-01 00:00:00+00:00,Azure
1053,1053,US East,D96ads_v6 Spot,1,2.2895,2.2895,2024-01-01 00:00:00+00:00,Azure
1050,1050,US East,E64-16ds v5 Spot,1,0.823923,0.823923,2024-01-01 00:00:00+00:00,Azure
1049,1049,US East,E4-2ds v5 Spot,1,0.051495,0.051495,2024-01-01 00:00:00+00:00,Azure
1047,1047,US East,D2d v4 Spot,1,0.022366,0.022366,2024-01-01 00:00:00+00:00,Azure
1046,1046,US East,Standard_E16bs_v5 Spot,8,0.1192,0.0549,2024-01-01 00:00:00+00:00,Azure
1044,1044,US East,NC16asT4 v3 Spot,1,0.207774,0.207774,2024-01-01 00:00:00+00:00,Azure
1074,1074,US East,F4ams v6 Spot,1,0.093,0.093,2024-01-01 00:00:00+00:00,Azure
1101,1101,US East,F16s v2 Spot,1,0.142048,0.142048,2024-01-01 00:00:00+00:00,Azure
1104,1104,US East,E16-8s v5 Spot,1,0.1008,0.1008,2024-01-01 00:00:00+00:00,Azure
1105,1105,US East,Standard_EC2ads_v5 Spot,2,0.089866,0.054933,2024-01-01 00:00:00+00:00,Azure
1162,1162,US East,NC4as T4 v3 Spot,1,0.076041,0.076041,2024-01-01 00:00:00+00:00,Azure
1161,1161,US East,F2als v6 Spot,1,0.0315,0.0315,2024-01-01 00:00:00+00:00,Azure
1160,1160,US East,D64-16s v3 Spot,1,0.3072,0.3072,2024-01-01 00:00:00+00:00,Azure
1157,1157,US East,E96as_v6 Spot,1,2.40475,2.40475,2024-01-01 00:00:00+00:00,Azure
1156,1156,US East,Standard_E4d_v5 Spot,2,0.051495,0.0357475,2024-01-01 00:00:00+00:00,Azure
1155,1155,US East,E4 v3 Spot,1,0.0252,0.0252,2024-01-01 00:00:00+00:00,Azure
1154,1154,US East,E32ds v4 Spot,1,0.411962,0.411962,2024-01-01 00:00:00+00:00,Azure
1152,1152,US East,D11 v2 Spot,1,0.023569,0.023569,2024-01-01 00:00:00+00:00,Azure
1150,1150,US East,E20ads_v6 Spot,1,0.3145,0.3145,2024-01-01 00:00:00+00:00,Azure
1147,1147,US East,E96s v5 Spot,1,1.141622,1.141622,2024-01-01 00:00:00+00:00,Azure
1145,1145,US East,E8-4s v4 Spot,1,0.095135,0.095135,2024-01-01 00:00:00+00:00,Azure
1143,1143,US East,Standard_E32bds_v5 Spot,8,0.2672,0.0733999999999999,2024-01-01 00:00:00+00:00,Azure
1142,1142,US East,E64-16s v5 Spot,1,0.761082,0.761082,2024-01-01 00:00:00+00:00,Azure
1139,1139,US East,A6 Spot,1,0.27805,0.27805,2024-01-01 00:00:00+00:00,Azure
1138,1138,US East,Standard_E32_v5 Spot,8,0.2016,0.0652,2024-01-01 00:00:00+00:00,Azure
1135,1135,US East,F2ams v6 Spot,1,0.0695,0.0695,2024-01-01 00:00:00+00:00,Azure
1131,1131,US East,E48 v3 Spot,1,0.570811,0.570811,2024-01-01 00:00:00+00:00,Azure
1125,1125,US East,DS3 v2 Spot,1,0.082051,0.082051,2024-01-01 00:00:00+00:00,Azure
1124,1124,US East,E20s v4 Spot,1,0.126,0.126,2024-01-01 00:00:00+00:00,Azure
1122,1122,US East,F8 Spot,1,0.124705,0.124705,2024-01-01 00:00:00+00:00,Azure
1118,1118,US East,F72s v2 Spot,1,0.3045,0.3045,2024-01-01 00:00:00+00:00,Azure
1117,1117,US East,E64 v4 Spot,1,0.761082,0.761082,2024-01-01 00:00:00+00:00,Azure
1115,1115,US East,Standard_EC96ias_v5 Spot,8,4.092079,0.551509875,2024-01-01 00:00:00+00:00,Azure
1114,1114,US East,E4as_v6 Spot,1,0.05425,0.05425,2024-01-01 00:00:00+00:00,Azure
1112,1112,US East,E32-8ds v4 Spot,1,0.2304,0.2304,2024-01-01 00:00:00+00:00,Azure
1111,1111,US East,F32s v2 Spot,1,0.284096,0.284096,2024-01-01 00:00:00+00:00,Azure
1110,1110,US East,F1amds v6 Spot,1,0.0385,0.0385,2024-01-01 00:00:00+00:00,Azure
1109,1109,US East,D8ds v4 Spot,1,0.089462,0.089462,2024-01-01 00:00:00+00:00,Azure
1108,1108,US East,E2s v5 Spot,1,0.023784,0.023784,2024-01-01 00:00:00+00:00,Azure
1166,1166,US East,Standard_D8s_v5 Spot,4,0.0384,0.0296,2024-01-01 00:00:00+00:00,Azure
1007,1007,US East,Standard_E32bs_v5 Spot,8,0.42069,0.09258625,2024-01-01 00:00:00+00:00,Azure
1764,1764,US East,E32-16ds v4 Spot,1,0.2304,0.2304,2024-01-01 00:00:00+00:00,Azure
508,508,US East,D48d v4 Spot,1,0.2712,0.2712,2024-01-01 00:00:00+00:00,Azure
184,184,US East,D16s v4 Spot,1,0.164086,0.164086,2024-01-01 00:00:00+00:00,Azure
181,181,US East,Standard_NC24ads_A100_v4 Spot,2,0.488509,0.2542545,2024-01-01 00:00:00+00:00,Azure
180,180,US East,Standard_D32plds_v5 Spot,8,0.280904,0.075113,2024-01-01 00:00:00+00:00,Azure
178,178,US East,DS11-1 v2 Spot,1,0.042979,0.042979,2024-01-01 00:00:00+00:00,Azure
177,177,US East,Standard_E64bs_v5 Spot,8,0.4768,0.0996,2024-01-01 00:00:00+00:00,Azure
175,175,US East,Standard_DC16as_v5 Spot,4,0.976864,0.264216,2024-01-01 00:00:00+00:00,Azure
173,173,US East,Standard_EC32as_v5 Spot,8,1.240107,0.195013375,2024-01-01 00:00:00+00:00,Azure
171,171,US East,Standard_E112ibs_v5 Spot,8,1.563403,0.235425375,2024-01-01 00:00:00+00:00,Azure
170,170,US East,E16s v5 Spot,1,0.1008,0.1008,2024-01-01 00:00:00+00:00,Azure
169,169,US East,Standard_E4bs_v5 Spot,2,0.0298,0.0249,2024-01-01 00:00:00+00:00,Azure
168,168,US East,E48s v3 Spot,1,0.3024,0.3024,2024-01-01 00:00:00+00:00,Azure
167,167,US East,D14 v2 Spot,1,0.343671,0.343671,2024-01-01 00:00:00+00:00,Azure
163,163,US East,Standard_D48pls_v5 Spot,8,0.39936,0.08992,2024-01-01 00:00:00+00:00,Azure
162,162,US East,E32-16s v5 Spot,1,0.2016,0.2016,2024-01-01 00:00:00+00:00,Azure
161,161,US East,Standard_E32ps_v5 Spot,8,0.32084,0.080105,2024-01-01 00:00:00+00:00,Azure
160,160,US East,ND96asr v4 Spot,1,4.136664,4.136664,2024-01-01 00:00:00+00:00,Azure
158,158,US East,F48alds v6 Spot,1,0.85075,0.85075,2024-01-01 00:00:00+00:00,Azure
156,156,US East,D1 v2 Spot,1,0.020513,0.020513,2024-01-01 00:00:00+00:00,Azure
155,155,US East,Standard_DC8as_v5 Spot,4,0.488432,0.1421079999999999,2024-01-01 00:00:00+00:00,Azure
154,154,US East,E64-16s v5 Spot,1,0.4032,0.4032,2024-01-01 00:00:00+00:00,Azure
152,152,US East,Standard_D2ds_v5 Spot,2,0.0113,0.01565,2024-01-01 00:00:00+00:00,Azure
151,151,US East,F72s v2 Spot,1,0.639326,0.639326,2024-01-01 00:00:00+00:00,Azure
150,150,US East,Standard_DC96as_v5 Spot,8,2.830982,0.39387275,2024-01-01 00:00:00+00:00,Azure
146,146,US East,D4ads_v6 Spot,1,0.0495,0.0495,2024-01-01 00:00:00+00:00,Azure
145,145,US East,A1 v2 Spot,1,0.0043,0.0043,2024-01-01 00:00:00+00:00,Azure
144,144,US East,E64i v3 Spot,1,0.717114,0.717114,2024-01-01 00:00:00+00:00,Azure
139,139,US East,E64s v3 Spot,1,0.717114,0.717114,2024-01-01 00:00:00+00:00,Azure
187,187,US East,NDmr40s v2 Spot,1,1.3818,1.3818,2024-01-01 00:00:00+00:00,Azure
189,189,US East,Standard_D48plds_v5 Spot,8,0.421304,0.092663,2024-01-01 00:00:00+00:00,Azure
191,191,US East,Standard_EC64ads_v5 Spot,8,4.895296,0.651912,2024-01-01 00:00:00+00:00,Azure
192,192,US East,E32ads_v6 Spot,1,0.50325,0.50325,2024-01-01 00:00:00+00:00,Azure
267,267,US East,D32-8s v3 Spot,1,0.328173,0.328173,2024-01-01 00:00:00+00:00,Azure
266,266,US East,E64 v4 Spot,1,0.4032,0.4032,2024-01-01 00:00:00+00:00,Azure
265,265,US East,Standard_DC2ads_v5 Spot,2,0.13377,0.076885,2024-01-01 00:00:00+00:00,Azure
257,257,US East,E4-2s v3 Spot,1,0.047568,0.047568,2024-01-01 00:00:00+00:00,Azure
255,255,US East,E16-4ds v5 Spot,1,0.205981,0.205981,2024-01-01 00:00:00+00:00,Azure
252,252,US East,E8ads_v6 Spot,1,0.12575,0.12575,2024-01-01 00:00:00+00:00,Azure
250,250,US East,Standard_EC20ads_v5 Spot,8,1.52978,0.2312225,2024-01-01 00:00:00+00:00,Azure
243,243,US East,ND96amsA100v4 Spot,1,7.288456,7.288456,2024-01-01 00:00:00+00:00,Azure
240,240,US East,F2amds v6 Spot,1,0.05375,0.05375,2024-01-01 00:00:00+00:00,Azure
235,235,US East,Standard_E8bds_v5 Spot,4,0.0668,0.0366999999999999,2024-01-01 00:00:00+00:00,Azure
231,231,US East,Standard_E96bs_v5 Spot,8,0.7152,0.1294,2024-01-01 00:00:00+00:00,Azure
230,230,US East,F32amds v6 Spot,1,1.2295,1.2295,2024-01-01 00:00:00+00:00,Azure
225,225,US East,Standard_D4d_v5 Spot,2,0.0226,0.0213,2024-01-01 00:00:00+00:00,Azure
137,137,US East,D2s v4 Spot,1,0.0096,0.0096,2024-01-01 00:00:00+00:00,Azure
222,222,US East,E32s v3 Spot,1,0.2016,0.2016,2024-01-01 00:00:00+00:00,Azure
220,220,US East,Standard_E8d_v5 Spot,4,0.0576,0.0344,2024-01-01 00:00:00+00:00,Azure
217,217,US East,E4-2s v5 Spot,1,0.047568,0.047568,2024-01-01 00:00:00+00:00,Azure
214,214,US East,Standard_E2ps_v5 Spot,2,0.020072,0.0200359999999999,2024-01-01 00:00:00+00:00,Azure
213,213,US East,D2 v4 Spot,1,0.0096,0.0096,2024-01-01 00:00:00+00:00,Azure
212,212,US East,E4ads_v6 Spot,1,0.109,0.109,2024-01-01 00:00:00+00:00,Azure
208,208,US East,D48 v4 Spot,1,0.2304,0.2304,2024-01-01 00:00:00+00:00,Azure
207,207,US East,Standard_EC64ads_v5 Spot,8,2.874874,0.39935925,2024-01-01 00:00:00+00:00,Azure
206,206,US East,E64as_v6 Spot,1,1.60325,1.60325,2024-01-01 00:00:00+00:00,Azure
204,204,US East,Standard_E16bds_v5 Spot,8,0.226055,0.068256875,2024-01-01 00:00:00+00:00,Azure
203,203,US East,E64s v5 Spot,1,0.4032,0.4032,2024-01-01 00:00:00+00:00,Azure
202,202,US East,Standard_E2pds_v5 Spot,2,0.021528,0.0207639999999999,2024-01-01 00:00:00+00:00,Azure
201,201,US East,Standard_D96s_v5 Spot,8,0.4608,0.0975999999999999,2024-01-01 00:00:00+00:00,Azure
198,198,US East,F64ads v6 Spot,1,2.0975,2.0975,2024-01-01 00:00:00+00:00,Azure
221,221,US East,F32amds v6 Spot,1,0.8615,0.8615,2024-01-01 00:00:00+00:00,Azure
269,269,US East,D3 v2 Spot,1,0.082051,0.082051,2024-01-01 00:00:00+00:00,Azure
136,136,US East,Standard_D96d_v5 Spot,8,1.073544,0.174193,2024-01-01 00:00:00+00:00,Azure
134,134,US East,ND40rs v2 Spot,1,4.258765,4.258765,2024-01-01 00:00:00+00:00,Azure
57,57,US East,HB120-96rs_v3 Spot,1,0.912,0.912,2024-01-01 00:00:00+00:00,Azure
55,55,US East,Standard_D64s_v5 Spot,8,0.656346,0.1220432499999999,2024-01-01 00:00:00+00:00,Azure
54,54,US East,E20d v4 Spot,1,0.257476,0.257476,2024-01-01 00:00:00+00:00,Azure
53,53,US East,DS3 v2 Spot,1,0.037328,0.037328,2024-01-01 00:00:00+00:00,Azure
52,52,US East,D32ds v4 Spot,1,0.1808,0.1808,2024-01-01 00:00:00+00:00,Azure
51,51,US East,F8ads v6 Spot,1,0.17025,0.17025,2024-01-01 00:00:00+00:00,Azure
49,49,US East,Standard_D16plds_v5 Spot,4,0.1404,0.0550999999999999,2024-01-01 00:00:00+00:00,Azure
48,48,US East,Standard_D2ds_v5 Spot,2,0.022366,0.021183,2024-01-01 00:00:00+00:00,Azure
47,47,US East,E16-8ds v5 Spot,1,0.205981,0.205981,2024-01-01 00:00:00+00:00,Azure
41,41,US East,Standard_D48s_v5 Spot,8,0.492259,0.101532375,2024-01-01 00:00:00+00:00,Azure
40,40,US East,D64als_v6 Spot,1,1.32,1.32,2024-01-01 00:00:00+00:00,Azure
37,37,US East,Standard_EC20as_v5 Spot,8,0.77518,0.1368975,2024-01-01 00:00:00+00:00,Azure
36,36,US East,Standard_D16ds_v5 Spot,8,0.0904,0.0513,2024-01-01 00:00:00+00:00,Azure
34,34,US East,E80is v4 Spot,1,0.504,0.504,2024-01-01 00:00:00+00:00,Azure
33,33,US East,E2ds v4 Spot,1,0.025748,0.025748,2024-01-01 00:00:00+00:00,Azure
31,31,US East,E8-2ds v4 Spot,1,0.10299,0.10299,2024-01-01 00:00:00+00:00,Azure
30,30,US East,D4 v4 Spot,1,0.0192,0.0192,2024-01-01 00:00:00+00:00,Azure
26,26,US East,Standard_D48ds_v5 Spot,8,0.2712,0.0739,2024-01-01 00:00:00+00:00,Azure
25,25,US East,A8 v2 Spot,1,0.06546,0.06546,2024-01-01 00:00:00+00:00,Azure
24,24,US East,E104ids v5 Spot,1,0.8237,0.8237,2024-01-01 00:00:00+00:00,Azure
23,23,US East,D64 v4 Spot,1,0.656346,0.656346,2024-01-01 00:00:00+00:00,Azure
21,21,US East,D16 v3 Spot,1,0.164086,0.164086,2024-01-01 00:00:00+00:00,Azure
20,20,US East,E104is v5 Spot,1,1.308218,1.308218,2024-01-01 00:00:00+00:00,Azure
11,11,US East,E4s v5 Spot,1,0.0252,0.0252,2024-01-01 00:00:00+00:00,Azure
9,9,US East,F2ads v6 Spot,1,0.0655,0.0655,2024-01-01 00:00:00+00:00,Azure
3,3,US East,Standard_EC96as_v5 Spot,8,3.719779,0.504972375,2024-01-01 00:00:00+00:00,Azure
2,2,US East,E32-8s v4 Spot,1,0.2016,0.2016,2024-01-01 00:00:00+00:00,Azure
59,59,US East,E16s v4 Spot,1,0.19027,0.19027,2024-01-01 00:00:00+00:00,Azure
60,60,US East,Standard_D64plds_v5 Spot,8,0.561808,0.1102259999999999,2024-01-01 00:00:00+00:00,Azure
65,65,US East,Standard_E32pds_v5 Spot,8,0.34476,0.083095,2024-01-01 00:00:00+00:00,Azure
67,67,US East,E32-8s v5 Spot,1,0.380541,0.380541,2024-01-01 00:00:00+00:00,Azure
129,129,US East,Standard_EC96ias_v5 Spot,8,7.121014,0.93012675,2024-01-01 00:00:00+00:00,Azure
128,128,US East,Standard_E48bds_v5 Spot,8,0.4008,0.0901,2024-01-01 00:00:00+00:00,Azure
126,126,US East,D15i v2 Spot,1,0.236072,0.236072,2024-01-01 00:00:00+00:00,Azure
122,122,US East,E32 v4 Spot,1,0.2016,0.2016,2024-01-01 00:00:00+00:00,Azure
118,118,US East,E32s v4 Spot,1,0.2016,0.2016,2024-01-01 00:00:00+00:00,Azure
117,117,US East,L8s v2 Spot,1,0.0992,0.0992,2024-01-01 00:00:00+00:00,Azure
114,114,US East,D4s v4 Spot,1,0.0192,0.0192,2024-01-01 00:00:00+00:00,Azure
112,112,US East,DS13-2 v2 Spot,1,0.171917,0.171917,2024-01-01 00:00:00+00:00,Azure
111,111,US East,Standard_EC2ads_v5 Spot,2,0.152978,0.086489,2024-01-01 00:00:00+00:00,Azure
110,110,US East,DS2 v2 Spot,1,0.0186,0.0186,2024-01-01 00:00:00+00:00,Azure
109,109,US East,F64als v6 Spot,1,1.00475,1.00475,2024-01-01 00:00:00+00:00,Azure
108,108,US East,F8ams v6 Spot,1,0.27775,0.27775,2024-01-01 00:00:00+00:00,Azure
107,107,US East,D2ads_v6 Spot,1,0.04775,0.04775,2024-01-01 00:00:00+00:00,Azure
135,135,US East,E20 v3 Spot,1,0.237838,0.237838,2024-01-01 00:00:00+00:00,Azure
106,106,US East,Standard_D2_v5 Spot,2,0.0096,0.0148,2024-01-01 00:00:00+00:00,Azure
103,103,US East,Standard_EC32ads_v5 Spot,8,1.437437,0.219679625,2024-01-01 00:00:00+00:00,Azure
