,AvailabilityZone,InstanceType,MaximumNetworkInterfaces,SpotPrice,PricePerInterface,Timestamp
305,US East,Standard_D64d_v5 Spot,8,0.715696,0.129462,2024-01-01T00:00:00Z
306,US East,Standard_EC8as_v5 Spot,4,0.310027,0.09750675,2024-01-01T00:00:00Z
307,US East,M128ms Spot,1,3.5814,3.5814,2023-08-01T00:00:00Z
308,US East,M8-4ms Spot,1,0.21069,0.21069,2023-08-01T00:00:00Z
309,US East,B4ls v2 Spot,1,0.0415,0.0415,2023-09-01T00:00:00Z
310,US East,M64-16ms Spot,1,1.4641,1.4641,2023-08-01T00:00:00Z
311,US East,Standard_EC8ads_v5 Spot,4,0.359359,0.10983975,2024-01-01T00:00:00Z
312,US East,Standard_E48bs_v5 Spot,8,0.3576,0.0847,2024-01-01T00:00:00Z
313,US East,A8 v2 Spot,1,0.04,0.04,2024-01-01T00:00:00Z
314,US East,Standard_D2s_v5 Spot,2,0.020511,0.020255500000000003,2024-01-01T00:00:00Z
315,US East,H8 Spot,1,0.0904,0.0904,2022-03-01T00:00:00Z
316,US East,Standard_D16_v5 Spot,8,0.164086,0.06051075,2024-01-01T00:00:00Z
317,US East,DS13 v2 Spot,1,0.094403,0.094403,2024-01-01T00:00:00Z
318,US East,Standard_D16ads_v5 Spot,8,0.156,0.0595,2023-11-01T00:00:00Z
319,US East,E2as v5 Spot,1,0.0205,0.0205,2023-11-01T00:00:00Z
320,US East,E16ads v5 Spot,1,0.1784,0.1784,2023-11-01T00:00:00Z
321,US East,E48as v4 Spot,1,0.3024,0.3024,2022-07-01T00:00:00Z
322,US East,NV4as v4 Spot,1,0.0233,0.0233,2023-01-01T00:00:00Z
323,US East,E20as_v6 Spot,1,0.501,0.501,2024-01-01T00:00:00Z
324,US East,E32-8as_v4 Spot,1,0.2016,0.2016,2022-07-01T00:00:00Z
325,US East,E96ias v5 Spot,1,0.5966,0.5966,2022-11-01T00:00:00Z
326,US East,standard_DC48s_v3 Spot,1,0.4608,0.4608,2023-09-01T00:00:00Z
327,US East,Standard_DC16as_v5 Spot,4,0.471968,0.137992,2024-01-01T00:00:00Z
328,US East,B8als v2 Spot,1,0.0665,0.0665,2023-09-01T00:00:00Z
329,US East,E2 v3 Spot,1,0.0126,0.0126,2024-01-01T00:00:00Z
330,US East,F72iamds v6 Spot,1,2.9605,2.9605,2024-01-01T00:00:00Z
331,US East,E4ds v4 Spot,1,0.0288,0.0288,2024-01-01T00:00:00Z
332,US East,H16m Spot,1,0.2422,0.2422,2022-03-01T00:00:00Z
333,US East,E48as_v6 Spot,1,1.2025,1.2025,2024-01-01T00:00:00Z
334,US East,NC24rs v3 Spot,1,3.7015,3.7015,2024-01-01T00:00:00Z
335,US East,E64-16ds v4 Spot,1,0.4608,0.4608,2024-01-01T00:00:00Z
336,US East,D32 v4 Spot,1,0.328173,0.328173,2024-01-01T00:00:00Z
337,US East,D48s v4 Spot,1,0.492259,0.492259,2024-01-01T00:00:00Z
338,US East,M16-8ms Spot,1,0.3073,0.3073,2023-08-01T00:00:00Z
339,US East,F4amds v6 Spot,1,0.10775,0.10775,2024-01-01T00:00:00Z
340,US East,standard_DC8ds_v3 Spot,1,0.0904,0.0904,2023-09-01T00:00:00Z
341,US East,Standard_D96ds_v5 Spot,8,0.5424,0.1078,2024-01-01T00:00:00Z
342,US East,F8as v6 Spot,1,0.142,0.142,2023-12-01T00:00:00Z
343,US East,D4ads_v6 Spot,1,0.0955,0.0955,2024-01-01T00:00:00Z
344,US East,E32-16s v3 Spot,1,0.2016,0.2016,2024-01-01T00:00:00Z
345,US East,Standard_NC96ads_A100_v4 Spot,8,1.954036,0.2842545,2024-01-01T00:00:00Z
346,US East,Standard_E48bs_v5 Spot,8,0.631034,0.11887924999999999,2024-01-01T00:00:00Z
347,US East,E48ads_v6 Spot,1,0.75475,0.75475,2024-01-01T00:00:00Z
348,US East,NC24r Spot,1,0.477,0.477,2023-12-01T00:00:00Z
349,US East,B32s v2 Spot,1,0.3695,0.3695,2023-09-01T00:00:00Z
350,US East,Standard_D32pds_v5 Spot,8,0.303472,0.077934,2024-01-01T00:00:00Z
351,US East,Standard_D2pls_v5 Spot,2,0.0068,0.0134,2023-06-01T00:00:00Z
352,US East,Standard_E16_v5 Spot,8,0.19027,0.06378375,2024-01-01T00:00:00Z
353,US East,D32als_v6 Spot,1,0.292,0.292,2024-01-01T00:00:00Z
354,US East,M416-104ms_v2 Spot,1,11.829,11.829,2023-12-01T00:00:00Z
355,US East,D2lds v5 Spot,1,0.047,0.047,2023-09-01T00:00:00Z
356,US East,B8as v2 Spot,1,0.07525,0.07525,2023-09-01T00:00:00Z
357,US East,E64-16s v3 Spot,1,0.717114,0.717114,2024-01-01T00:00:00Z
358,US East,E4-2s v4 Spot,1,0.0252,0.0252,2024-01-01T00:00:00Z
359,US East,NV16as v4 Spot,1,0.1668,0.1668,2023-09-01T00:00:00Z
360,US East,D64a v4 Spot,1,0.6016,0.6016,2023-09-01T00:00:00Z
361,US East,E20s v3 Spot,1,0.126,0.126,2024-01-01T00:00:00Z
362,US East,F2alds v6 Spot,1,0.0355,0.0355,2024-01-01T00:00:00Z
363,US East,D32als_v6 Spot,1,0.66,0.66,2024-01-01T00:00:00Z
364,US East,E2as_v6 Spot,1,0.027,0.027,2024-01-01T00:00:00Z
365,US East,A4 v2 Spot,1,0.031203,0.031203,2024-01-01T00:00:00Z
366,US East,Standard_E2_v5 Spot,2,0.0126,0.016300000000000002,2024-01-01T00:00:00Z
367,US East,Standard_HB120-64rs_v2 Spot,8,0.36,0.08499999999999999,2023-07-01T00:00:00Z
368,US East,Standard_EC32ads_v5 Spot,8,2.447648,0.345956,2024-01-01T00:00:00Z
369,US East,HB120-32rs_v3 Spot,1,0.912,0.912,2024-01-01T00:00:00Z
370,US East,Standard_D48_v5 Spot,8,0.2304,0.0688,2024-01-01T00:00:00Z
371,US East,Standard_EC96iads_v5 Spot,8,7.773305,1.0116631249999999,2024-01-01T00:00:00Z
372,US East,M8ms Spot,1,0.21069,0.21069,2023-08-01T00:00:00Z
373,US East,ND6s Spot,1,0.2493,0.2493,2023-10-01T00:00:00Z
374,US East,B8as v2 Spot,1,0.0845,0.0845,2023-09-01T00:00:00Z
375,US East,DS13-4 v2 Spot,1,0.171917,0.171917,2024-01-01T00:00:00Z
376,US East,D4as v4 Spot,1,0.0376,0.0376,2023-09-01T00:00:00Z
377,US East,E16 v3 Spot,1,0.19027,0.19027,2024-01-01T00:00:00Z
378,US East,F2s v2 Spot,1,0.00846,0.00846,2024-01-01T00:00:00Z
379,US East,E48ads_v6 Spot,1,1.30675,1.30675,2024-01-01T00:00:00Z
380,US East,D16a v4 Spot,1,0.0768,0.0768,2022-07-01T00:00:00Z
381,US East,E32-8as_v4 Spot,1,0.3488,0.3488,2023-09-01T00:00:00Z
382,US East,Standard_EC48ads_v5 Spot,8,3.670937,0.49886712499999997,2024-01-01T00:00:00Z
383,US East,Standard_EC16ads_cc_v5 Spot,1,0.446,0.446,2023-09-01T00:00:00Z
384,US East,E64s v4 Spot,1,0.4032,0.4032,2024-01-01T00:00:00Z
385,US East,E8ds v4 Spot,1,0.10299,0.10299,2024-01-01T00:00:00Z
386,US East,D2 v3 Spot,1,0.0096,0.0096,2024-01-01T00:00:00Z
387,US East,Standard_D16_v5 Spot,8,0.0768,0.0496,2024-01-01T00:00:00Z
388,US East,D2alds_v6 Spot,1,0.02065,0.02065,2023-12-01T00:00:00Z
389,US East,E4ds v4 Spot,1,0.051495,0.051495,2024-01-01T00:00:00Z
390,US East,standard_DC16ds_v3 Spot,1,0.2544,0.2544,2023-09-01T00:00:00Z
391,US East,F48als v6 Spot,1,0.7535,0.7535,2024-01-01T00:00:00Z
392,US East,M32-16ms Spot,1,0.6146,0.6146,2023-08-01T00:00:00Z
393,US East,PB24s Spot,1,0.332,0.332,2021-04-01T00:00:00Z
394,US East,PB6s Spot,1,0.083,0.083,2021-04-01T00:00:00Z
395,US East,E64ads_v6 Spot,1,1.0065,1.0065,2024-01-01T00:00:00Z
396,US East,HB120-16rs_v3 Spot,1,0.36,0.36,2023-07-01T00:00:00Z
397,US East,E32ads v5 Spot,1,0.2096,0.2096,2022-11-01T00:00:00Z
398,US East,D8ls v5 Spot,1,0.085,0.085,2023-09-01T00:00:00Z
399,US East,E8s v4 Spot,1,0.095135,0.095135,2024-01-01T00:00:00Z
400,US East,F1s Spot,1,0.01558,0.01558,2024-01-01T00:00:00Z
401,US East,Standard_E104i_v5 Spot,8,0.7207,0.1300875,2024-01-01T00:00:00Z
402,US East,F2s v2 Spot,1,0.017783,0.017783,2024-01-01T00:00:00Z
403,US East,Standard_D4pds_v5 Spot,2,0.03796,0.02898,2024-01-01T00:00:00Z
404,US East,Standard_D16s_v5 Spot,8,0.164086,0.06051075,2024-01-01T00:00:00Z
405,US East,E48 v4 Spot,1,0.570811,0.570811,2024-01-01T00:00:00Z
406,US East,E96as v5 Spot,1,0.5424,0.5424,2022-11-01T00:00:00Z
407,US East,B2pls v2 Spot,1,0.0107,0.0107,2023-09-01T00:00:00Z
408,US East,Standard_D16as_v5 Spot,8,0.0688,0.048600000000000004,2022-11-01T00:00:00Z
409,US East,D15i v2 Spot,1,0.429629,0.429629,2024-01-01T00:00:00Z
410,US East,F64ads v6 Spot,1,1.3615,1.3615,2024-01-01T00:00:00Z
411,US East,D48 v3 Spot,1,0.492259,0.492259,2024-01-01T00:00:00Z
412,US East,E16-4as_v4 Spot,1,0.1744,0.1744,2023-09-01T00:00:00Z
413,US East,Standard_D48ads_v5 Spot,8,0.468,0.0985,2023-11-01T00:00:00Z
414,US East,E8a v4 Spot,1,0.0872,0.0872,2023-09-01T00:00:00Z
415,US East,E8-4ads v5 Spot,1,0.0524,0.0524,2022-11-01T00:00:00Z
416,US East,Standard_D32ps_v5 Spot,8,0.1232,0.055400000000000005,2023-06-01T00:00:00Z
417,US East,F2s Spot,1,0.012613,0.012613,2024-01-01T00:00:00Z
418,US East,Standard_NV18ads_A10_v5 Spot,6,0.4,0.09666666666666666,2023-09-01T00:00:00Z
419,US East,DC4s Spot,1,0.0395,0.0395,2023-09-01T00:00:00Z
420,US East,HB176-96rsv4 Spot,1,1.8,1.8,2023-09-01T00:00:00Z
421,US East,Standard_DC32ads_cc_v5 Spot,8,0.78,0.1375,2023-09-01T00:00:00Z
422,US East,D48a v4 Spot,1,0.4512,0.4512,2023-09-01T00:00:00Z
423,US East,Standard_E4bds_v5 Spot,2,0.056514,0.038257,2024-01-01T00:00:00Z
424,US East,E4as v5 Spot,1,0.041,0.041,2023-11-01T00:00:00Z
425,US East,Standard_HB120-32rs_v2 Spot,8,0.36,0.08499999999999999,2023-07-01T00:00:00Z
426,US East,E48d v4 Spot,1,0.3456,0.3456,2024-01-01T00:00:00Z
427,US East,DS12 v2 Spot,1,0.085958,0.085958,2024-01-01T00:00:00Z
428,US East,D64als_v6 Spot,1,0.584,0.584,2024-01-01T00:00:00Z
429,US East,F48amds v6 Spot,1,1.8445,1.8445,2024-01-01T00:00:00Z
430,US East,E96iads v5 Spot,1,0.6917,0.6917,2022-11-01T00:00:00Z
431,US East,Standard_M24ds_v3 Spot,8,1.0925,0.1765625,2023-11-01T00:00:00Z
432,US East,Standard_EC48as_v5 Spot,8,3.374628,0.4618285,2024-01-01T00:00:00Z
433,US East,E64ds v5 Spot,1,0.4608,0.4608,2024-01-01T00:00:00Z
434,US East,F48s v2 Spot,1,0.462584,0.462584,2024-01-01T00:00:00Z
435,US East,FXmds Type1 Spot,1,1.2275,1.2275,2023-09-01T00:00:00Z
436,US East,E4as_v6 Spot,1,0.10025,0.10025,2024-01-01T00:00:00Z
437,US East,F16as v6 Spot,1,0.468,0.468,2023-12-01T00:00:00Z
438,US East,D64lds v5 Spot,1,0.768,0.768,2023-09-01T00:00:00Z
439,US East,F64s v2 Spot,1,0.568302,0.568302,2024-01-01T00:00:00Z
440,US East,Standard_DC96ads_cc_v5 Spot,8,1.236,0.1945,2023-09-01T00:00:00Z
441,US East,D4als_v6 Spot,1,0.0825,0.0825,2024-01-01T00:00:00Z
442,US East,E32-16ads v5 Spot,1,0.3568,0.3568,2023-11-01T00:00:00Z
443,US East,F2als v6 Spot,1,0.0545,0.0545,2024-01-01T00:00:00Z
444,US East,E8-2as v5 Spot,1,0.0452,0.0452,2022-11-01T00:00:00Z
445,US East,E8ds v4 Spot,1,0.0576,0.0576,2024-01-01T00:00:00Z
446,US East,DS4 Spot,1,0.0616,0.0616,2023-09-01T00:00:00Z
447,US East,Standard_D4_v5 Spot,2,0.0192,0.0196,2024-01-01T00:00:00Z
448,US East,NV24 Spot,1,0.5761,0.5761,2023-08-01T00:00:00Z
449,US East,L16s v2 Spot,1,0.1984,0.1984,2024-01-01T00:00:00Z
450,US East,Standard_FX48mds Spot,8,0.448186,0.09602325,2023-07-01T00:00:00Z
451,US East,D48as v4 Spot,1,0.4512,0.4512,2023-09-01T00:00:00Z
452,US East,D4d v4 Spot,1,0.044731,0.044731,2024-01-01T00:00:00Z
453,US East,E16-4s v3 Spot,1,0.1008,0.1008,2024-01-01T00:00:00Z
454,US East,E96-48as_v4 Spot,1,1.0464,1.0464,2023-09-01T00:00:00Z
455,US East,Standard_D32ads_v5 Spot,8,0.1648,0.0606,2022-11-01T00:00:00Z
456,US East,Standard_D16s_v5 Spot,8,0.0768,0.0496,2024-01-01T00:00:00Z
457,US East,DS14-8 v2 Spot,1,0.343671,0.343671,2024-01-01T00:00:00Z
458,US East,PB6s Spot,1,0.121549,0.121549,2023-07-01T00:00:00Z
459,US East,F72iams v6 Spot,1,1.8395,1.8395,2024-01-01T00:00:00Z
460,US East,DS12 v2 Spot,1,0.047265,0.047265,2024-01-01T00:00:00Z
461,US East,E8-2ds v5 Spot,1,0.0576,0.0576,2024-01-01T00:00:00Z
462,US East,Standard_D16ads_v5 Spot,8,0.0824,0.0503,2022-11-01T00:00:00Z
463,US East,Standard_M96ds_2_v3 Spot,8,3.3075,0.4534375,2023-11-01T00:00:00Z
464,US East,D48alds_v6 Spot,1,0.4955,0.4955,2023-12-01T00:00:00Z
465,US East,E48a v4 Spot,1,0.5232,0.5232,2023-09-01T00:00:00Z
466,US East,Standard_D2plds_v5 Spot,2,0.00768,0.01384,2023-06-01T00:00:00Z
467,US East,D32as v4 Spot,1,0.1536,0.1536,2022-07-01T00:00:00Z
468,US East,B16as v2 Spot,1,0.1505,0.1505,2023-09-01T00:00:00Z
469,US East,E96-48ds v5 Spot,1,1.235885,1.235885,2024-01-01T00:00:00Z
470,US East,Standard_ND96amsr_A100_v4 Spot,8,7.288456,0.951057,2024-01-01T00:00:00Z
471,US East,M128s Spot,1,1.9226,1.9226,2023-08-01T00:00:00Z
472,US East,Standard_E4ps_v5 Spot,2,0.0202,0.0201,2023-06-01T00:00:00Z
473,US East,Standard_EC96ads_cc_v5 Spot,1,2.676,2.676,2023-09-01T00:00:00Z
474,US East,F32s v2 Spot,1,0.1353,0.1353,2024-01-01T00:00:00Z
475,US East,Standard_DC32ads_v5 Spot,8,2.140008,0.30750099999999997,2024-01-01T00:00:00Z
476,US East,Standard_DC64ads_cc_v5 Spot,8,1.56,0.23500000000000001,2023-09-01T00:00:00Z
477,US East,Standard_D8d_v5 Spot,4,0.089462,0.0423655,2024-01-01T00:00:00Z
478,US East,D1 v2 Spot,1,0.0093,0.0093,2024-01-01T00:00:00Z
479,US East,Standard_D32plds_v5 Spot,8,0.1229,0.0553625,2023-06-01T00:00:00Z
480,US East,F16ams v6 Spot,1,0.5555,0.5555,2024-01-01T00:00:00Z
481,US East,Standard_EC16ads_v5 Spot,4,0.718718,0.19967949999999998,2024-01-01T00:00:00Z
482,US East,Standard_E96bds_v5 Spot,8,0.8016,0.1402,2024-01-01T00:00:00Z
483,US East,E16d v4 Spot,1,0.1152,0.1152,2024-01-01T00:00:00Z
484,US East,M64-32ms Spot,1,1.4641,1.4641,2023-08-01T00:00:00Z
485,US East,DS2 Spot,1,0.028,0.028,2023-10-01T00:00:00Z
486,US East,Standard_DC4as_v5 Spot,2,0.244216,0.132108,2024-01-01T00:00:00Z
487,US East,A1 Spot,1,0.033366,0.033366,2024-01-01T00:00:00Z
488,US East,B2pls v2 Spot,1,0.0084,0.0084,2023-09-01T00:00:00Z
489,US East,F2s Spot,1,0.031258,0.031258,2024-01-01T00:00:00Z
490,US East,HB60rs Spot,1,0.228,0.228,2023-05-01T00:00:00Z
491,US East,E8-4ds v5 Spot,1,0.0576,0.0576,2024-01-01T00:00:00Z
492,US East,E2 v4 Spot,1,0.023784,0.023784,2024-01-01T00:00:00Z
493,US East,HC44rs Spot,1,0.3168,0.3168,2023-05-01T00:00:00Z
494,US East,Standard_D16pls_v5 Spot,4,0.0544,0.0336,2023-06-01T00:00:00Z
495,US East,Standard_DC8as_cc_v5 Spot,8,0.086,0.05075,2023-09-01T00:00:00Z
496,US East,F1s Spot,1,0.006332,0.006332,2024-01-01T00:00:00Z
497,US East,E16-8ds v5 Spot,1,0.1152,0.1152,2024-01-01T00:00:00Z
498,US East,D4alds_v6 Spot,1,0.08725,0.08725,2023-12-01T00:00:00Z
499,US East,Standard_D96as_v5 Spot,8,0.8544,0.1468,2023-11-01T00:00:00Z
500,US East,Standard_D64pds_v5 Spot,8,0.607048,0.11588100000000001,2024-01-01T00:00:00Z
501,US East,Standard_EC4as_v5 Spot,2,0.28126,0.15063000000000001,2024-01-01T00:00:00Z
502,US East,F8als v6 Spot,1,0.1255,0.1255,2024-01-01T00:00:00Z
503,US East,NP20s Spot,1,0.422,0.422,2023-08-01T00:00:00Z
504,US East,F16s Spot,1,0.10141,0.10141,2024-01-01T00:00:00Z
505,US East,B32s v2 Spot,1,0.33275,0.33275,2023-09-01T00:00:00Z
506,US East,Standard_E8pds_v5 Spot,4,0.0461,0.031525,2023-06-01T00:00:00Z
507,US East,F32ams v6 Spot,1,0.74325,0.74325,2024-01-01T00:00:00Z
508,US East,D48d v4 Spot,1,0.2712,0.2712,2024-01-01T00:00:00Z
509,US East,A4 Spot,1,0.4144,0.4144,2023-12-01T00:00:00Z
510,US East,E48d v4 Spot,1,0.617942,0.617942,2024-01-01T00:00:00Z
511,US East,D4a v4 Spot,1,0.0376,0.0376,2023-09-01T00:00:00Z
512,US East,L32s v2 Spot,1,0.2496,0.2496,2023-08-01T00:00:00Z
513,US East,standard_DC48ds_v3 Spot,1,0.5424,0.5424,2023-09-01T00:00:00Z
514,US East,PB12s Spot,1,0.243099,0.243099,2023-07-01T00:00:00Z
515,US East,PB12s Spot,1,0.166,0.166,2021-04-01T00:00:00Z
516,US East,Standard_DC48ads_cc_v5 Spot,8,0.618,0.11725,2023-09-01T00:00:00Z
517,US East,E8-4ds v4 Spot,1,0.10299,0.10299,2024-01-01T00:00:00Z
518,US East,Standard_D32d_v5 Spot,8,0.357848,0.084731,2024-01-01T00:00:00Z
519,US East,E4-2as_v4 Spot,1,0.0252,0.0252,2022-07-01T00:00:00Z
520,US East,D2 v2 Spot,1,0.0186,0.0186,2024-01-01T00:00:00Z
521,US East,D64a v4 Spot,1,0.3072,0.3072,2022-07-01T00:00:00Z
522,US East,E2ads v5 Spot,1,0.0223,0.0223,2023-11-01T00:00:00Z
523,US East,E4-2ds v4 Spot,1,0.0288,0.0288,2024-01-01T00:00:00Z
524,US East,D16 v4 Spot,1,0.0768,0.0768,2024-01-01T00:00:00Z
525,US East,D16als_v6 Spot,1,0.146,0.146,2024-01-01T00:00:00Z
526,US East,E64ads v5 Spot,1,0.4192,0.4192,2022-11-01T00:00:00Z
527,US East,E96-48s v5 Spot,1,0.6048,0.6048,2024-01-01T00:00:00Z
528,US East,Standard_NC96ads_A100_v4 Spot,8,2.543275,0.357909375,2024-01-01T00:00:00Z
529,US East,E64-32ads v5 Spot,1,0.7136,0.7136,2023-11-01T00:00:00Z
530,US East,E8as v4 Spot,1,0.0872,0.0872,2023-09-01T00:00:00Z
531,US East,F4ads v6 Spot,1,0.131,0.131,2024-01-01T00:00:00Z
532,US East,E96as v4 Spot,1,1.0464,1.0464,2023-09-01T00:00:00Z
533,US East,D64alds_v6 Spot,1,1.39675,1.39675,2023-12-01T00:00:00Z
534,US East,E48ds v5 Spot,1,0.3456,0.3456,2024-01-01T00:00:00Z
535,US East,Standard_E20d_v5 Spot,8,0.257476,0.0721845,2024-01-01T00:00:00Z
536,US East,F64ams v6 Spot,1,1.4865,1.4865,2024-01-01T00:00:00Z
537,US East,E8as_v6 Spot,1,0.1085,0.1085,2024-01-01T00:00:00Z
538,US East,E32as_v6 Spot,1,0.8015,0.8015,2024-01-01T00:00:00Z
539,US East,D4ls v5 Spot,1,0.0425,0.0425,2023-09-01T00:00:00Z
540,US East,M128 Spot,1,1.9226,1.9226,2023-08-01T00:00:00Z
541,US East,HB120rs_v3 Spot,1,0.36,0.36,2023-07-01T00:00:00Z
542,US East,M32ls Spot,1,0.2873,0.2873,2023-08-01T00:00:00Z
543,US East,standard_DC1s_v3 Spot,1,0.0096,0.0096,2023-09-01T00:00:00Z
544,US East,E8-4s v5 Spot,1,0.095135,0.095135,2024-01-01T00:00:00Z
545,US East,A3 Spot,1,0.2072,0.2072,2023-12-01T00:00:00Z
546,US East,M32ls Spot,1,0.4345,0.4345,2023-08-01T00:00:00Z
547,US East,E96-24s v5 Spot,1,1.141622,1.141622,2024-01-01T00:00:00Z
548,US East,Standard_D16ps_v5 Spot,4,0.140608,0.05515200000000001,2024-01-01T00:00:00Z
549,US East,F2 Spot,1,0.012613,0.012613,2024-01-01T00:00:00Z
550,US East,E8d v4 Spot,1,0.0576,0.0576,2024-01-01T00:00:00Z
551,US East,Standard_E48d_v5 Spot,8,0.617942,0.11724275,2024-01-01T00:00:00Z
552,US East,D2als_v6 Spot,1,0.04125,0.04125,2024-01-01T00:00:00Z
553,US East,Standard_DC16as_cc_v5 Spot,8,0.356,0.08449999999999999,2023-09-01T00:00:00Z
554,US East,Standard_E16ps_v5 Spot,4,0.160368,0.060092000000000007,2024-01-01T00:00:00Z
555,US East,Standard_L16as_v3 Spot,8,0.1248,0.0556,2023-07-01T00:00:00Z
556,US East,Standard_E4bs_v5 Spot,2,0.052586,0.036293,2024-01-01T00:00:00Z
557,US East,D48ls v5 Spot,1,0.51,0.51,2023-09-01T00:00:00Z
558,US East,E20s v4 Spot,1,0.237838,0.237838,2024-01-01T00:00:00Z
559,US East,D12 v2 Spot,1,0.085958,0.085958,2024-01-01T00:00:00Z
560,US East,Standard_D16as_v5 Spot,8,0.1424,0.057800000000000004,2023-11-01T00:00:00Z
561,US East,D4 v2 Spot,1,0.074529,0.074529,2024-01-01T00:00:00Z
562,US East,Standard_M176ds_4_v3 Spot,8,6.6175,0.8671875,2023-11-01T00:00:00Z
563,US East,NC12s v3 Spot,1,2.087669,2.087669,2024-01-01T00:00:00Z
564,US East,Standard_D4_v5 Spot,2,0.041022,0.030511000000000003,2024-01-01T00:00:00Z
565,US East,E96ds v5 Spot,1,1.235885,1.235885,2024-01-01T00:00:00Z
566,US East,E104ids v5 Spot,1,1.420591,1.420591,2024-01-01T00:00:00Z
567,US East,D8s v4 Spot,1,0.082043,0.082043,2024-01-01T00:00:00Z
568,US East,E2 v3 Spot,1,0.023784,0.023784,2024-01-01T00:00:00Z
569,US East,Standard_DC64ads_v5 Spot,8,4.280016,0.575002,2024-01-01T00:00:00Z
570,US East,F16ads v6 Spot,1,0.3405,0.3405,2024-01-01T00:00:00Z
571,US East,Standard_NV72ads_A10_v5 Spot,8,1.63,0.24375,2023-09-01T00:00:00Z
572,US East,D8as_v6 Spot,1,0.0825,0.0825,2023-12-01T00:00:00Z
573,US East,Standard_DC4ads_v5 Spot,2,0.141295,0.0806475,2024-01-01T00:00:00Z
574,US East,F16als v6 Spot,1,0.25125,0.25125,2024-01-01T00:00:00Z
575,US East,Standard_EC16as_v5 Spot,4,1.12504,0.30126000000000003,2024-01-01T00:00:00Z
576,US East,E16-8ads v5 Spot,1,0.1048,0.1048,2022-11-01T00:00:00Z
577,US East,M64s Spot,1,0.6669,0.6669,2023-08-01T00:00:00Z
578,US East,F72als v6 Spot,1,1.1305,1.1305,2024-01-01T00:00:00Z
579,US East,B2as v2 Spot,1,0.0188,0.0188,2023-09-01T00:00:00Z
580,US East,B4as v2 Spot,1,0.0375,0.0375,2023-09-01T00:00:00Z
581,US East,Standard_DC96as_cc_v5 Spot,8,1.032,0.169,2023-09-01T00:00:00Z
582,US East,Standard_E8d_v5 Spot,4,0.10299,0.045747499999999997,2024-01-01T00:00:00Z
583,US East,Standard_E20_v5 Spot,8,0.126,0.05575,2024-01-01T00:00:00Z
584,US East,E4ds v5 Spot,1,0.051495,0.051495,2024-01-01T00:00:00Z
585,US East,Standard_DC8ads_cc_v5 Spot,8,0.103,0.052875,2023-09-01T00:00:00Z
586,US East,F64amds v6 Spot,1,2.45925,2.45925,2024-01-01T00:00:00Z
587,US East,E32ads v5 Spot,1,0.3568,0.3568,2023-11-01T00:00:00Z
588,US East,Standard_EC96as_v5 Spot,8,6.749256,0.883657,2024-01-01T00:00:00Z
589,US East,A0 Spot,1,0.011122,0.011122,2024-01-01T00:00:00Z
590,US East,Standard_D96_v5 Spot,8,0.4608,0.09759999999999999,2024-01-01T00:00:00Z
591,US East,HB60-45rs Spot,1,0.506016,0.506016,2023-11-01T00:00:00Z
592,US East,Standard_DC32as_cc_v5 Spot,8,0.344,0.08299999999999999,2023-09-01T00:00:00Z
593,US East,F8ams v6 Spot,1,0.18575,0.18575,2024-01-01T00:00:00Z
594,US East,Standard_L64s_v3 Spot,8,0.8512,0.1464,2024-01-01T00:00:00Z
595,US East,Standard_EC64as_cc_v5 Spot,8,0.904,0.153,2023-09-01T00:00:00Z
596,US East,E64-32s v5 Spot,1,0.761082,0.761082,2024-01-01T00:00:00Z
597,US East,E48s v4 Spot,1,0.570811,0.570811,2024-01-01T00:00:00Z
598,US East,E96a v4 Spot,1,0.6048,0.6048,2022-07-01T00:00:00Z
599,US East,E64ds v4 Spot,1,0.4608,0.4608,2024-01-01T00:00:00Z
600,US East,F1 Spot,1,0.01558,0.01558,2024-01-01T00:00:00Z
601,US East,Standard_E20pds_v5 Spot,8,0.215488,0.066936,2024-01-01T00:00:00Z
602,US East,Standard_E48_v5 Spot,8,0.570811,0.111351375,2024-01-01T00:00:00Z
603,US East,D32s v4 Spot,1,0.328173,0.328173,2024-01-01T00:00:00Z
604,US East,E16 v4 Spot,1,0.1008,0.1008,2024-01-01T00:00:00Z
605,US East,D96ads_v6 Spot,1,1.1855,1.1855,2024-01-01T00:00:00Z
606,US East,E64ds v5 Spot,1,0.823923,0.823923,2024-01-01T00:00:00Z
607,US East,Standard_D96d_v5 Spot,8,0.5424,0.1078,2024-01-01T00:00:00Z
608,US East,Standard_M416s_8_v2 Spot,8,8.7296,1.1312,2024-01-01T00:00:00Z
609,US East,E4-2s v5 Spot,1,0.0252,0.0252,2024-01-01T00:00:00Z
610,US East,standard_DC16ds_v3 Spot,1,0.1808,0.1808,2023-09-01T00:00:00Z
611,US East,Standard_EC48as_v5 Spot,8,1.85989,0.27248625,2024-01-01T00:00:00Z
612,US East,Standard_EC20as_cc_v5 Spot,8,0.2825,0.0753125,2023-09-01T00:00:00Z
613,US East,D4ds v4 Spot,1,0.044731,0.044731,2024-01-01T00:00:00Z
614,US East,E20 v4 Spot,1,0.237838,0.237838,2024-01-01T00:00:00Z
615,US East,D48als_v6 Spot,1,0.438,0.438,2024-01-01T00:00:00Z
616,US East,Standard_D32as_v5 Spot,8,0.1376,0.0572,2022-11-01T00:00:00Z
617,US East,M16s Spot,1,0.3123,0.3123,2023-08-01T00:00:00Z
